,product,started,closed,winner,price
86,iPad Air 10,2021-12-14 14:00:00,2021-12-14 18:11:41,@quézionogueira,"R$ 22,97"
87,Smart TV LED,2021-12-14 16:00:00,2021-12-14 18:09:18,email,"R$ 16,17"
88,Pacote 50 Lances,2021-12-14 18:00:00,2021-12-14 18:00:36,poc4h,"R$ 0,72"
89,IPhone 13 Pro,2021-12-14 10:00:00,2021-12-14 17:33:01,jp_XP,"R$ 70,88"
90,Pacote 50 Lances,2021-12-14 15:00:00,2021-12-14 15:13:59,toti2410,"R$ 2,22"
91,Pacote 100 Lances,2021-12-14 12:00:00,2021-12-14 14:07:39,papudinhos,"R$ 15,89"
92,Bicicleta Aro 29,2021-12-14 08:00:00,2021-12-14 12:34:54,R&amp;M_Lopes,"R$ 28,34"
93,Câmera Insta360 One,2021-12-14 11:00:00,2021-12-14 11:50:33,Tercio Vilet,"R$ 5,00"
94,Caixa de Som,2021-12-14 07:00:00,2021-12-14 09:11:36,Rapha_Zanetti_SP,"R$ 15,57"
95,Pacote 50 Lances,2021-12-14 09:00:00,2021-12-14 09:09:25,email,"R$ 1,66"
96,Pacote 50 Lances,2021-12-14 06:00:00,2021-12-14 06:19:42,Psicogamer,"R$ 2,42"
97,PIX de 1.000,2021-12-13 20:30:00,2021-12-14 06:18:44,inovart,"R$ 54,75"
98,Smart TV 75,2021-12-13 16:00:00,2021-12-14 01:38:17,Edu_Nunes,"R$ 89,33"
99,A Intel Core,2021-12-13 22:00:00,2021-12-14 00:01:17,Grolli_Cesar,"R$ 11,60"
100,Pacote 100 Lances,2021-12-13 23:00:00,2021-12-13 23:08:25,Hermes28,"R$ 1,38"
101,GoPro HERO 9,2021-12-13 19:00:00,2021-12-13 21:32:07,cadencemiguel,"R$ 14,42"
102,Pacote 100 Lances,2021-12-13 21:00:00,2021-12-13 21:25:45,email,"R$ 3,21"
103,Patinete Elétrico Maj,2021-12-13 20:00:00,2021-12-13 21:01:42,LEOFOREX,"R$ 7,44"
104,GoPro HERO 9,2021-12-12 14:00:00,2021-12-13 20:28:21,@ailtonalves2,"R$ 141,46"
105,Monitor LG LED,2021-12-13 19:30:00,2021-12-13 19:47:00,m.piovezani,"R$ 2,47"
106,Pacote 50 Lances,2021-12-13 18:00:00,2021-12-13 18:05:12,email,"R$ 1,22"
107,Pacote 50 Lances,2021-12-13 15:00:00,2021-12-13 17:18:33,papudinhos,"R$ 15,00"
108,Smart TV LED,2021-12-13 17:00:00,2021-12-13 17:06:29,josenilton00,"R$ 2,80"
109,Fone Bose Quietcomfort,2021-12-13 13:00:00,2021-12-13 15:53:20,SANTANA.CASSIO,"R$ 16,27"
110,IPhone 13 Pro,2021-12-13 10:00:00,2021-12-13 14:08:32,flavio.tonelli,"R$ 36,63"
111,Impressora Canon Pixma,2021-12-13 14:00:00,2021-12-13 14:02:45,toti2410,"R$ 0,99"
112,Pacote 100 Lances,2021-12-13 12:00:00,2021-12-13 13:12:20,Clairton Motta,"R$ 9,25"
113,Bicicleta Aro 29,2021-12-13 11:00:00,2021-12-13 12:49:14,matiê moura,"R$ 10,10"
114,Drone Multilaser Eagle,2021-12-13 08:00:00,2021-12-13 12:13:23,Emerson Viegas,"R$ 18,20"
115,Pacote 50 Lances,2021-12-13 09:00:00,2021-12-13 09:09:34,Pabloromero05,"R$ 1,11"
116,Apple Watch Series,2021-12-13 07:00:00,2021-12-13 08:54:03,Fer Monti 2000,"R$ 8,56"
117,Pacote 50 Lances,2021-12-13 06:00:00,2021-12-13 06:06:37,Tynno Roccha,"R$ 1,25"
118,MacBook Air Intel,2021-12-12 22:00:00,2021-12-13 05:44:11,Alisson Marconi,"R$ 43,30"
119,Pacote 100 Lances,2021-12-12 23:00:00,2021-12-12 23:16:41,Helielton,"R$ 3,14"
120,Cervejeira Metalfrio VN50FL,2021-12-12 19:00:00,2021-12-12 21:48:50,hegon,"R$ 14,76"
121,Smart TV LED,2021-12-12 20:00:00,2021-12-12 21:42:09,Kabana23,"R$ 14,20"
122,Pacote 100 Lances,2021-12-12 21:00:00,2021-12-12 21:18:23,email,"R$ 2,38"
123,Patinete Elétrico Foston,2021-12-12 20:30:00,2021-12-12 21:08:38,email,"R$ 4,23"
124,PIX de 200,2021-12-12 19:30:00,2021-12-12 19:40:34,gabosouza,"R$ 2,97"
125,Pacote 50 Lances,2021-12-12 18:00:00,2021-12-12 18:04:19,Miguel Lopes,"R$ 1,03"
126,Maquina De Gelo,2021-12-12 17:00:00,2021-12-12 17:59:43,falcony,"R$ 5,14"
127,Computador Completo Monitor,2021-12-12 13:00:00,2021-12-12 17:17:29,M.Sada,"R$ 25,82"
128,5 Digital Edition,2021-12-12 16:00:00,2021-12-12 16:11:09,falcony,"R$ 4,20"
129,Pacote 50 Lances,2021-12-12 15:00:00,2021-12-12 15:38:34,SaiQEhMeu,"R$ 4,71"
130,Pacote 100 Lances,2021-12-12 12:00:00,2021-12-12 12:43:16,email,"R$ 5,12"
131,Fone Bose Quietcomfort,2021-12-12 08:00:00,2021-12-12 11:00:45,S.A.T.O,"R$ 12,30"
132,Chaise Hungria Trama,2021-12-12 11:00:00,2021-12-12 11:00:30,Rodrigo 1313,"R$ 0,38"
133,IPhone 13 Pro,2021-12-12 10:00:00,2021-12-12 10:47:12,allisoncasse,"R$ 6,32"
134,Pacote 50 Lances,2021-12-12 09:00:00,2021-12-12 09:04:05,rfntkd,"R$ 0,55"
135,Caixa de Som,2021-12-12 07:00:00,2021-12-12 08:58:10,NEM-TENTA,"R$ 8,62"
136,Patinete Elétrico Maj,2021-12-11 16:00:00,2021-12-12 06:14:27,zehraphael33,"R$ 74,47"
137,Pacote 50 Lances,2021-12-12 06:00:00,2021-12-12 06:03:20,Aleramos1309,"R$ 0,89"
138,A Intel Core,2021-12-11 22:00:00,2021-12-12 03:05:13,email,"R$ 24,49"
139,Pacote 100 Lances,2021-12-11 23:00:00,2021-12-11 23:00:31,Edna Bit Lopes,"R$ 0,44"
140,Poltrona Grafite Suede,2021-12-11 19:30:00,2021-12-11 21:35:29,papudinhos,"R$ 12,57"
141,Pacote 100 Lances,2021-12-11 21:00:00,2021-12-11 21:27:36,Gelso123,"R$ 4,12"
142,Mini Ar Condicionado,2021-12-11 20:30:00,2021-12-11 20:44:21,PietraRS,"R$ 2,20"
143,Smart TV 75,2021-12-11 20:00:00,2021-12-11 20:13:32,Líder,"R$ 5,65"
144,Refrigerador Brastemp Frost,2021-12-11 19:00:00,2021-12-11 19:03:48,mantelli,"R$ 3,64"
145,iPad Mini 4,2021-12-11 17:00:00,2021-12-11 18:41:55,mantelli,"R$ 8,08"
146,Pacote 50 Lances,2021-12-11 18:00:00,2021-12-11 18:01:57,Sergio2,"R$ 0,76"
147,MacBook Air Intel,2021-12-10 22:00:00,2021-12-11 15:32:14,jalneisilva,"R$ 95,67"
148,Pacote 50 Lances,2021-12-11 15:00:00,2021-12-11 15:15:27,TERCIOO1,"R$ 2,41"
149,Esteira Ergométrica El,2021-12-11 13:00:00,2021-12-11 14:46:26,email,"R$ 7,98"
150,Cadeira de escrit,2021-12-11 14:00:00,2021-12-11 14:18:35,masoni123,"R$ 2,69"
151,Caixa de Som,2021-12-11 11:00:00,2021-12-11 13:48:51,igor_sampa_r1,"R$ 17,69"
152,IPhone 13 Pro,2021-12-11 10:00:00,2021-12-11 12:32:07,carloslondres,"R$ 21,77"
153,Pacote 100 Lances,2021-12-11 12:00:00,2021-12-11 12:25:13,email,"R$ 2,96"
154,Pacote 50 Lances,2021-12-11 09:00:00,2021-12-11 09:01:29,Guilherme9513,"R$ 0,42"
155,PIX de 1.000,2021-12-11 08:00:00,2021-12-11 08:14:21,Januário 2000,"R$ 2,94"
156,Câmera Insta360 One,2021-12-11 07:00:00,2021-12-11 07:27:46,ivycastro,"R$ 2,81"
157,Pacote 50 Lances,2021-12-11 06:00:00,2021-12-11 06:17:31,email,"R$ 2,28"
158,GoPro HERO 9,2021-12-10 11:00:00,2021-12-11 04:19:43,BAHIAN0,"R$ 75,95"
159,iPad Air 10,2021-12-10 13:00:00,2021-12-11 03:49:53,Lance.do.Cidão,"R$ 93,20"
160,Honda CG 160,2021-12-10 20:00:00,2021-12-11 02:55:26,Lauritorn,"R$ 45,40"
161,Adega 8 garrafas,2021-12-10 20:30:00,2021-12-11 00:30:52,Eduardomad,"R$ 22,09"
162,f15 core i7,2021-12-10 19:00:00,2021-12-11 00:03:22,K.I.W.A.2000,"R$ 33,43"
163,Pacote 100 Lances,2021-12-10 23:00:00,2021-12-10 23:12:41,GustavoSkona,"R$ 2,33"
164,Pacote 100 Lances,2021-12-10 21:00:00,2021-12-10 21:00:51,email,"R$ 0,52"
165,PIX de 200,2021-12-10 19:30:00,2021-12-10 20:05:06,email,"R$ 4,95"
166,Patinete Elétrico Foston,2021-12-10 17:00:00,2021-12-10 18:22:18,LaminadosSP,"R$ 8,59"
167,Pacote 50 Lances,2021-12-10 18:00:00,2021-12-10 18:00:58,TenhoMilharesLances,"R$ 0,96"
168,5 Digital Edition,2021-12-10 16:00:00,2021-12-10 16:59:06,gabisk8,"R$ 10,90"
169,Pacote 50 Lances,2021-12-10 15:00:00,2021-12-10 15:22:38,Eveortiz,"R$ 2,70"
170,Caixa de Som,2021-12-10 14:00:00,2021-12-10 14:29:45,Celio77,"R$ 4,39"
171,Pacote 100 Lances,2021-12-10 12:00:00,2021-12-10 12:46:59,Hjrocha,"R$ 6,93"
172,PIX de 1.000,2021-12-10 08:00:00,2021-12-10 12:10:32,wandy90,"R$ 25,37"
173,IPhone 13 Pro,2021-12-10 10:00:00,2021-12-10 11:05:28,rodrigo.ccarvalho13,"R$ 10,38"
174,Bicicleta Aro 29,2021-12-10 07:00:00,2021-12-10 09:48:39,sai pra lá,"R$ 19,05"
175,Pacote 50 Lances,2021-12-10 09:00:00,2021-12-10 09:03:34,email,"R$ 0,87"
176,Pacote 50 Lances,2021-12-10 06:00:00,2021-12-10 06:00:49,Laercio Oliveira,"R$ 0,73"
177,Lava E Seca,2021-12-09 14:00:00,2021-12-10 05:31:27,kadinho99,"R$ 91,83"
178,A Intel Core,2021-12-09 22:00:00,2021-12-10 03:42:58,Cassio.damasceno,"R$ 36,69"
179,Smart TV LED,2021-12-09 20:00:00,2021-12-10 02:04:05,Zanatti,"R$ 37,35"
180,Cervejeira Metalfrio VN50FL,2021-12-09 19:30:00,2021-12-09 23:24:35,Adlerr,"R$ 18,96"
181,Pacote 100 Lances,2021-12-09 23:00:00,2021-12-09 23:12:29,jpgneguin,"R$ 1,53"
182,Fone Bose Quietcomfort,2021-12-09 17:00:00,2021-12-09 22:14:41,@cpiracicaba__,"R$ 26,80"
183,Pacote 100 Lances,2021-12-09 21:00:00,2021-12-09 21:40:35,sidi thopp,"R$ 4,47"
184,Mesa para Notebook,2021-12-09 20:30:00,2021-12-09 21:40:11,Nandodsm2021,"R$ 5,52"
185,Câmera Insta360 One,2021-12-09 13:00:00,2021-12-09 20:56:06,cabana,"R$ 46,05"
186,Refrigerador Brastemp Frost,2021-12-09 19:00:00,2021-12-09 20:50:39,andréluissabagg,"R$ 12,60"
187,Pacote 50 Lances,2021-12-09 18:00:00,2021-12-09 18:09:45,ejesus,"R$ 1,50"
188,Patinete Elétrico Maj,2021-12-09 16:00:00,2021-12-09 17:16:38,cheiodelances,"R$ 8,62"
189,5 Digital Edition,2021-12-09 11:00:00,2021-12-09 15:48:46,EDU_VOGT,"R$ 34,59"
190,Pacote 50 Lances,2021-12-09 15:00:00,2021-12-09 15:30:19,mcremon,"R$ 4,52"
191,Caixa de Som,2021-12-09 07:00:00,2021-12-09 13:46:51,email,"R$ 45,40"
192,Pacote 100 Lances,2021-12-09 12:00:00,2021-12-09 12:34:26,Bertram,"R$ 5,61"
193,IPhone 13 Pro,2021-12-09 10:00:00,2021-12-09 11:20:27,email,"R$ 12,36"
194,Cama Box Colch,2021-12-09 08:00:00,2021-12-09 10:19:55,TEOTÔNIO,"R$ 13,79"
195,Pacote 50 Lances,2021-12-09 09:00:00,2021-12-09 09:06:46,email,"R$ 1,38"
196,Pacote 50 Lances,2021-12-09 06:00:00,2021-12-09 06:04:54,mcremon,"R$ 1,56"
197,iPad Air 10,2021-12-08 19:30:00,2021-12-09 05:39:03,j.veccio,"R$ 59,24"
198,IPhone 13 Pro,2021-12-08 10:00:00,2021-12-09 01:26:32,vsutton,"R$ 116,86"
199,Pacote 100 Lances,2021-12-08 23:00:00,2021-12-08 23:52:50,Pare de Gastar Atoa,"R$ 5,51"
200,Esteira Ergométrica El,2021-12-08 20:30:00,2021-12-08 23:39:59,gabisk8,"R$ 21,80"
201,MacBook Air Intel,2021-12-08 22:00:00,2021-12-08 23:14:03,Henning,"R$ 11,27"
202,Pacote 100 Lances,2021-12-08 21:00:00,2021-12-08 22:18:48,Hjrocha,"R$ 8,03"
203,Fone Bose Quietcomfort,2021-12-08 14:00:00,2021-12-08 20:44:42,SONHADOR11,"R$ 40,15"
204,Smart TV LED,2021-12-08 20:00:00,2021-12-08 20:33:41,cabana,"R$ 6,70"
205,Professional Gaming Headset,2021-12-08 19:00:00,2021-12-08 19:42:40,Luiscma96,"R$ 4,43"
206,Pacote 50 Lances,2021-12-08 18:00:00,2021-12-08 18:07:12,Lombello,"R$ 1,71"
207,Patinete Elétrico Maj,2021-12-08 16:00:00,2021-12-08 17:55:41,RCJardins,"R$ 13,59"
208,Cervejeira Metalfrio VN50FL,2021-12-08 17:00:00,2021-12-08 17:37:02,oliveiramarcos_,"R$ 4,65"
209,PIX de 1.000,2021-12-08 08:00:00,2021-12-08 16:46:28,Gardel,"R$ 60,02"
210,Pacote 50 Lances,2021-12-08 15:00:00,2021-12-08 15:13:15,EMERSONXORORO,"R$ 2,37"
211,GoPro HERO 9,2021-12-08 13:00:00,2021-12-08 13:26:19,dom.oliveto,"R$ 3,57"
212,Pacote 100 Lances,2021-12-08 12:00:00,2021-12-08 12:16:09,pedroi123,"R$ 2,89"
213,Cadeira Escritório Executiva,2021-12-08 11:00:00,2021-12-08 11:01:47,jessicam.victoria.mg,"R$ 1,13"
214,Pacote 50 Lances,2021-12-08 09:00:00,2021-12-08 09:05:37,Jessicamayron,"R$ 0,96"
215,Cafeteira Dolce Gusto,2021-12-08 07:00:00,2021-12-08 07:48:12,Britolance,"R$ 6,88"
216,Pacote 50 Lances,2021-12-08 06:00:00,2021-12-08 06:31:15,email,"R$ 4,17"
217,Smart TV LED,2021-12-07 20:00:00,2021-12-08 03:52:54,email,"R$ 47,06"
218,Refrigerador Brastemp Frost,2021-12-07 19:00:00,2021-12-08 02:42:32,OscarRody,"R$ 52,48"
219,5 Digital Edition,2021-12-07 20:30:00,2021-12-08 00:37:01,reidoleilão,"R$ 26,56"
220,Patinete Elétrico Foston,2021-12-07 19:30:00,2021-12-07 23:49:20,FrancoYz,"R$ 20,03"
221,Pacote 100 Lances,2021-12-07 21:00:00,2021-12-07 23:31:08,Hjrocha,"R$ 14,13"
222,Pacote 100 Lances,2021-12-07 23:00:00,2021-12-07 23:04:02,Hosias,"R$ 0,91"
223,A Intel Core,2021-12-07 22:00:00,2021-12-07 22:42:39,papatud0,"R$ 5,15"
224,Smart TV Led,2021-12-07 14:00:00,2021-12-07 20:10:10,Salberg00,"R$ 37,58"
225,MacBook Air Intel,2021-12-06 22:00:00,2021-12-07 18:49:43,@caiomanfredinni,"R$ 130,39"
226,Apple Watch Series,2021-12-07 11:00:00,2021-12-07 18:49:23,keepcalm,"R$ 45,93"
227,Pacote 50 Lances,2021-12-07 18:00:00,2021-12-07 18:08:19,reflexovitoria,"R$ 1,52"
228,Smart TV 75,2021-12-07 16:00:00,2021-12-07 17:44:01,Jairo_Marsil,"R$ 16,68"
229,PIX de 1.000,2021-12-07 17:00:00,2021-12-07 17:15:51,Jairo_Marsil,"R$ 4,53"
230,Pacote 50 Lances,2021-12-07 15:00:00,2021-12-07 15:20:41,manguinha.,"R$ 3,53"
231,IPhone 13 Pro,2021-12-07 10:00:00,2021-12-07 14:55:28,ElizeuGottardo,"R$ 39,37"
232,Fone De Ouvido,2021-12-07 13:00:00,2021-12-07 13:40:43,T.A.K.A,"R$ 5,24"
233,Pacote 100 Lances,2021-12-07 12:00:00,2021-12-07 13:03:56,Hjrocha,"R$ 8,78"
234,iPad Mini 4,2021-12-07 07:00:00,2021-12-07 10:31:04,C ZAGUINI,"R$ 23,85"
235,Câmera Insta360 One,2021-12-07 08:00:00,2021-12-07 09:07:24,Sortudo.com,"R$ 6,11"
236,Pacote 50 Lances,2021-12-07 09:00:00,2021-12-07 09:05:44,email,"R$ 1,06"
237,Patinete Elétrico Maj,2021-12-06 16:00:00,2021-12-07 07:12:53,Marcelo Figueiró,"R$ 91,01"
238,Pacote 50 Lances,2021-12-07 06:00:00,2021-12-07 06:07:23,LoryBovary,"R$ 1,44"
239,Pacote 100 Lances,2021-12-06 23:00:00,2021-12-06 23:09:40,Mgribeur,"R$ 1,85"
240,Pacote 100 Lances,2021-12-06 21:00:00,2021-12-06 21:44:28,Hjrocha,"R$ 6,19"
241,Relogio de Parede,2021-12-06 20:30:00,2021-12-06 21:19:15,Hjrocha,"R$ 4,31"
242,PIX de 200,2021-12-06 19:30:00,2021-12-06 20:55:28,Dayanaleilao,"R$ 12,15"
243,Smart TV 75,2021-12-06 20:00:00,2021-12-06 20:46:14,Daniel de Santi,"R$ 10,76"
244,IPhone 13 Pro,2021-12-06 10:00:00,2021-12-06 20:21:55,mahrodriguess2,"R$ 96,72"
245,Drone Multilaser Eagle,2021-12-06 19:00:00,2021-12-06 19:44:05,BARÚ_SUSHI,"R$ 6,00"
246,Pacote 50 Lances,2021-12-06 18:00:00,2021-12-06 18:08:01,manguinha.,"R$ 1,84"
247,Aspirador de P,2021-12-06 17:00:00,2021-12-06 17:20:05,VITACIR. CAMPEÃO,"R$ 2,81"
248,Maquina De Gelo,2021-12-06 14:00:00,2021-12-06 16:39:44,Sol_BC,"R$ 18,51"
249,Pacote 50 Lances,2021-12-06 15:00:00,2021-12-06 15:54:23,Michelmiguel26,"R$ 7,77"
250,Patinete Elétrico Foston,2021-12-06 11:00:00,2021-12-06 15:35:56,email,"R$ 31,24"
