,product,started,closed,winner,price
18,Pacote 50 Lances,2021-10-19 06:00:00,2021-10-19 06:02:51,FILHO DE DEUS DE SRAEL,"R$ 1,50"
19,Caixa de Som,2021-10-18 17:00:00,2021-10-19 05:30:32,panini.joão,"R$ 79,09"
20,Honda CG 160,2021-10-18 16:00:00,2021-10-18 23:37:31,inaciograflab,"R$ 67,10"
21,Pacote 100 Lances,2021-10-18 23:00:00,2021-10-18 23:07:43,brenoaracruz,"R$ 1,98"
22,PIX de 200,2021-10-18 20:30:00,2021-10-18 21:36:59,Luiscma96,"R$ 10,61"
23,Pacote 100 Lances,2021-10-18 21:00:00,2021-10-18 21:08:12,FSLima,"R$ 1,90"
24,Poltrona Grafite Suede,2021-10-18 19:30:00,2021-10-18 20:26:39,CRISMM,"R$ 6,63"
25,Smart TV LED,2021-10-18 19:00:00,2021-10-18 20:09:33,Cassio.damasceno,"R$ 12,71"
26,Pacote 50 Lances,2021-10-18 18:00:00,2021-10-18 18:22:29,C.gomes,"R$ 4,48"
27,iPhone 12 Pro,2021-10-18 10:00:00,2021-10-18 17:54:21,marcobonazi,"R$ 57,63"
28,Pacote 50 Lances,2021-10-18 15:00:00,2021-10-18 15:08:09,Naama,"R$ 1,93"
29,Caixa de Som,2021-10-18 13:00:00,2021-10-18 14:54:34,Luiscma96,"R$ 15,50"
30,Cafeteira Dolce Gusto,2021-10-18 14:00:00,2021-10-18 14:17:12,Randômico,"R$ 2,98"
31,Pacote 100 Lances,2021-10-18 12:00:00,2021-10-18 12:28:53,Luanfelix,"R$ 4,30"
32,Fone Bose Quietcomfort,2021-10-18 11:00:00,2021-10-18 11:37:20,lira.marcella,"R$ 4,41"
33,Bicicleta Aro 29,2021-10-18 08:00:00,2021-10-18 10:31:44,DODs.,"R$ 15,58"
34,Pacote 50 Lances,2021-10-18 09:00:00,2021-10-18 09:02:48,email,"R$ 0,70"
35,A Intel Core,2021-10-17 22:00:00,2021-10-18 07:29:34,email,"R$ 69,55"
36,PIX de 1.000,2021-10-18 07:00:00,2021-10-18 07:26:11,maabergamo,"R$ 6,06"
37,Pacote 50 Lances,2021-10-18 06:00:00,2021-10-18 06:09:39,Genilton,"R$ 2,02"
38,iPhone 12 Pro,2021-10-17 10:00:00,2021-10-18 01:58:22,Carletto365,"R$ 123,64"
39,Pacote 100 Lances,2021-10-17 23:00:00,2021-10-18 00:14:55,schiavo,"R$ 8,63"
40,5 Digital Edition,2021-10-17 19:00:00,2021-10-17 23:55:38,Round6,"R$ 38,03"
41,Pacote 100 Lances,2021-10-17 21:00:00,2021-10-17 21:50:22,Esteeulevo,"R$ 7,10"
42,Câmera Insta360 One,2021-10-17 20:30:00,2021-10-17 21:46:14,viniTESTA,"R$ 9,25"
43,iPad Air 10,2021-10-17 20:00:00,2021-10-17 21:12:39,Adélia1211,"R$ 9,24"
44,Fone De Ouvido,2021-10-17 19:30:00,2021-10-17 19:40:48,hegon,"R$ 2,99"
45,Pacote 50 Lances,2021-10-17 18:00:00,2021-10-17 18:54:49,Esteeulevo,"R$ 8,11"
46,5 Polegadas Vermelho,2021-10-17 17:00:00,2021-10-17 17:38:17,vitacir.campeão,"R$ 5,64"
47,Caixa de Som,2021-10-17 07:00:00,2021-10-17 16:44:59,DomFidalgo,"R$ 57,81"
48,Smart TV LED,2021-10-17 16:00:00,2021-10-17 16:26:35,marciocimed,"R$ 8,15"
49,Patinete Elétrico Foston,2021-10-17 14:00:00,2021-10-17 15:34:52,jovair_jova,"R$ 10,41"
50,Pacote 50 Lances,2021-10-17 15:00:00,2021-10-17 15:03:48,MAHM,"R$ 1,41"
51,Pacote 100 Lances,2021-10-17 12:00:00,2021-10-17 13:17:46,Mauricio Lopes Santos,"R$ 8,60"
52,Chaise Hungria Trama,2021-10-17 13:00:00,2021-10-17 13:00:45,Sah_Caleron,"R$ 0,85"
53,Aspirador Robô Mondial,2021-10-17 11:00:00,2021-10-17 11:53:07,FERNANDOSANTI,"R$ 5,08"
54,PIX de 1.000,2021-10-17 08:00:00,2021-10-17 09:43:34,todevolta,"R$ 12,90"
55,Pacote 50 Lances,2021-10-17 09:00:00,2021-10-17 09:11:13,David Matheus,"R$ 1,51"
56,Pacote 50 Lances,2021-10-17 06:00:00,2021-10-17 06:17:17,douglas barbosa,"R$ 2,99"
57,Patinete Elétrico Maj,2021-10-16 20:00:00,2021-10-17 05:29:07,ZiKaDo,"R$ 56,24"
58,Lava E Seca,2021-10-16 11:00:00,2021-10-17 01:51:07,c.frisoni,"R$ 103,68"
59,PIX de 1.000,2021-10-16 19:00:00,2021-10-17 00:54:56,email,"R$ 42,55"
60,MacBook Air Intel,2021-10-16 22:00:00,2021-10-17 00:18:15,cadumusic,"R$ 15,74"
61,Pacote 100 Lances,2021-10-16 23:00:00,2021-10-16 23:23:19,Luanfelix,"R$ 3,67"
62,Smart TV 75,2021-10-16 16:00:00,2021-10-16 22:04:59,VéinhoZL,"R$ 47,57"
63,Refrigerador Brastemp Frost,2021-10-16 20:30:00,2021-10-16 21:54:10,@cpiracicaba__,"R$ 11,61"
64,Pacote 100 Lances,2021-10-16 21:00:00,2021-10-16 21:09:48,Jc95194107,"R$ 1,86"
65,Aparador Philips Multigroom,2021-10-16 19:30:00,2021-10-16 20:00:20,B-Carneiro,"R$ 3,93"
66,Pacote 50 Lances,2021-10-16 18:00:00,2021-10-16 18:31:19,JUPRUNES,"R$ 4,35"
67,f15 core i7,2021-10-16 17:00:00,2021-10-16 18:11:28,Rainhadosleilões,"R$ 11,16"
68,Pacote 50 Lances,2021-10-16 15:00:00,2021-10-16 15:26:45,Sil_90,"R$ 3,83"
69,Liquidificador Philips Walita,2021-10-16 14:00:00,2021-10-16 14:35:17,r13038621,"R$ 5,15"
70,iPhone 12 Pro,2021-10-16 10:00:00,2021-10-16 14:15:05,Fabiomonti7,"R$ 43,41"
71,Câmera Insta360 One,2021-10-16 13:00:00,2021-10-16 13:04:15,Daniel de Santi,"R$ 1,08"
72,Pacote 100 Lances,2021-10-16 12:00:00,2021-10-16 12:34:25,Frans1524,"R$ 5,96"
73,Pacote 50 Lances,2021-10-16 09:00:00,2021-10-16 09:12:27,Mauricio Lopes Santos,"R$ 1,72"
74,Apple Watch Series,2021-10-16 08:00:00,2021-10-16 08:38:35,Brutta,"R$ 4,80"
75,Chaise Hungria Trama,2021-10-16 07:00:00,2021-10-16 08:09:47,Vainner-SC,"R$ 6,90"
76,A Intel Core,2021-10-15 22:00:00,2021-10-16 07:03:14,email,"R$ 57,02"
77,Pacote 50 Lances,2021-10-16 06:00:00,2021-10-16 06:24:52,Jbmj45,"R$ 2,72"
78,5 Polegadas Vermelho,2021-10-15 20:30:00,2021-10-16 01:31:38,MaisUmMeu,"R$ 29,19"
79,Samsung Galaxy S20,2021-10-14 19:30:00,2021-10-16 00:03:41,j.menezes-sc,"R$ 174,26"
80,Pacote 100 Lances,2021-10-15 23:00:00,2021-10-15 23:06:11,email,"R$ 1,43"
81,Pacote 100 Lances,2021-10-15 21:00:00,2021-10-15 22:04:37,fagnervalido,"R$ 8,17"
82,Honda CG 160,2021-10-15 20:00:00,2021-10-15 21:26:36,Liu2000,"R$ 14,61"
83,GoPro HERO 9,2021-10-15 16:00:00,2021-10-15 20:53:31,jalney1000,"R$ 28,23"
84,5 Digital Edition,2021-10-15 19:00:00,2021-10-15 20:15:55,@caiomanfredinni,"R$ 12,72"
85,Caixa de Som,2021-10-15 19:30:00,2021-10-15 19:36:18,Falcone_,"R$ 1,69"
86,Pacote 50 Lances,2021-10-15 18:00:00,2021-10-15 18:03:04,email,"R$ 0,99"
87,Cervejeira Metalfrio VN50FL,2021-10-15 17:00:00,2021-10-15 17:50:06,Sortudo.com,"R$ 5,07"
88,Fone Bose Quietcomfort,2021-10-15 13:00:00,2021-10-15 16:32:31,Márião,"R$ 20,08"
89,Pacote 50 Lances,2021-10-15 15:00:00,2021-10-15 15:36:09,80465110215,"R$ 5,18"
90,Cafeteira Dolce Gusto,2021-10-15 14:00:00,2021-10-15 15:07:25,alysonp,"R$ 8,37"
91,Caixa de Som,2021-10-15 11:00:00,2021-10-15 14:12:23,heliopt13,"R$ 22,36"
92,iPhone 12 Pro,2021-10-15 10:00:00,2021-10-15 12:47:38,OscarRody,"R$ 24,35"
93,Pacote 100 Lances,2021-10-15 12:00:00,2021-10-15 12:34:10,Sil_90,"R$ 4,92"
94,PIX de 1.000,2021-10-15 07:00:00,2021-10-15 10:14:40,gildodespachante,"R$ 21,74"
95,Pacote 50 Lances,2021-10-15 09:00:00,2021-10-15 09:05:01,Emer.ac,"R$ 0,99"
96,Lava E Seca,2021-10-14 17:00:00,2021-10-14 17:16:54,tiagoshark1,"R$ 4,50"
97,Smart TV 75,2021-10-14 16:00:00,2021-10-14 16:26:47,Eduardomad,"R$ 6,32"
98,Pacote 50 Lances,2021-10-14 15:00:00,2021-10-14 15:08:58,pcopedro,"R$ 1,90"
99,Climatizador de Ar,2021-10-14 13:00:00,2021-10-14 14:54:53,TigreSL,"R$ 14,36"
100,Pacote 100 Lances,2021-10-14 12:00:00,2021-10-14 12:26:19,@Minha.Meta,"R$ 4,08"
101,Patinete Elétrico Foston,2021-10-14 11:00:00,2021-10-14 11:39:49,Viniciuslealt,"R$ 4,82"
102,Pacote 50 Lances,2021-10-14 09:00:00,2021-10-14 09:18:48,Lubarbosa69,"R$ 2,81"
103,Aspirador de P,2021-10-14 08:00:00,2021-10-14 08:29:42,LEBMARQUES,"R$ 3,10"
104,iPad Air 10,2021-10-13 20:00:00,2021-10-14 08:16:19,reidoleilão,"R$ 72,30"
105,Fone Bose Quietcomfort,2021-10-14 07:00:00,2021-10-14 07:09:08,bomdemaisisso,"R$ 1,65"
106,Pacote 50 Lances,2021-10-14 06:00:00,2021-10-14 06:02:53,gilberto_silva92,"R$ 1,34"
107,A Intel Core,2021-10-13 22:00:00,2021-10-14 01:15:34,email,"R$ 21,12"
108,Whisky Royal Salute,2021-10-13 19:00:00,2021-10-13 23:54:35,gordinhovencedor,"R$ 27,47"
109,Pacote 100 Lances,2021-10-13 23:00:00,2021-10-13 23:36:26,Irinaldo,"R$ 4,92"
110,Drone Multilaser Eagle,2021-10-13 20:30:00,2021-10-13 23:13:52,marambaia,"R$ 19,87"
111,5 Digital Edition,2021-10-13 14:00:00,2021-10-13 22:11:04,Carletto365,"R$ 61,15"
112,Pacote 100 Lances,2021-10-13 21:00:00,2021-10-13 21:33:47,Charles e Vilma,"R$ 4,18"
113,PIX de 500,2021-10-13 19:30:00,2021-10-13 20:41:28,GUTTA,"R$ 8,93"
114,Pacote 50 Lances,2021-10-13 18:00:00,2021-10-13 18:49:36,Francigley123,"R$ 5,88"
115,Refrigerador Brastemp Frost,2021-10-13 17:00:00,2021-10-13 17:56:21,rodolfotozy,"R$ 9,25"
116,Pacote 50 Lances,2021-10-13 15:00:00,2021-10-13 16:15:20,sorte10,"R$ 9,79"
117,GoPro HERO 9,2021-10-13 13:00:00,2021-10-13 15:10:22,zarat,"R$ 15,71"
118,iPad Air 10,2021-10-12 13:00:00,2021-10-13 13:31:37,Grolli_Cesar,"R$ 144,05"
119,iPhone 12 Pro,2021-10-13 10:00:00,2021-10-13 13:06:49,vitacir.campeão,"R$ 28,34"
120,Pacote 100 Lances,2021-10-13 12:00:00,2021-10-13 12:38:08,Marcos Araújo da Silva,"R$ 5,56"
121,Caixa de Som,2021-10-13 11:00:00,2021-10-13 11:23:30,henriquefrasson,"R$ 4,16"
122,PIX de 1.000,2021-10-13 07:00:00,2021-10-13 10:09:32,FOSTER13,"R$ 27,81"
123,Apple Watch Series,2021-10-13 08:00:00,2021-10-13 09:31:50,Ramoni,"R$ 12,13"
124,Pacote 50 Lances,2021-10-13 09:00:00,2021-10-13 09:00:15,email,"R$ 0,56"
125,Pacote 50 Lances,2021-10-13 06:00:00,2021-10-13 06:12:10,KaiqueSoaresSouza,"R$ 3,03"
126,Câmera Insta360 One,2021-10-12 19:00:00,2021-10-13 02:29:01,Jairo_Marsil,"R$ 38,98"
127,MacBook Air Intel,2021-10-12 22:00:00,2021-10-13 01:08:18,sandrocarriel,"R$ 22,75"
128,Pacote 100 Lances,2021-10-12 23:00:00,2021-10-12 23:45:22,WDM,"R$ 5,44"
129,Smart TV LED,2021-10-12 16:00:00,2021-10-12 22:21:17,politi,"R$ 48,41"
130,Pacote 100 Lances,2021-10-12 21:00:00,2021-10-12 21:39:35,Wellington.616,"R$ 5,45"
131,Smart TV LED,2021-10-12 20:00:00,2021-10-12 20:54:37,gentemedeixa,"R$ 7,68"
132,Climatizador de Ar,2021-10-12 19:30:00,2021-10-12 20:49:10,Macrini,"R$ 9,30"
133,5 Digital Edition,2021-10-12 20:30:00,2021-10-12 20:32:43,LiderBTC,"R$ 3,64"
134,Pacote 50 Lances,2021-10-12 18:00:00,2021-10-12 18:19:35,Macaulei,"R$ 2,82"
135,Caixa de Som,2021-10-12 17:00:00,2021-10-12 18:17:40,Val_Duprat,"R$ 10,62"
136,PIX de 200,2021-10-12 14:00:00,2021-10-12 15:47:09,maeve,"R$ 18,84"
137,Pacote 50 Lances,2021-10-12 15:00:00,2021-10-12 15:19:00,email,"R$ 2,99"
138,iPhone 12 Pro,2021-10-12 10:00:00,2021-10-12 13:10:18,Jediel_Londrina,"R$ 33,90"
139,Pacote 100 Lances,2021-10-12 12:00:00,2021-10-12 12:57:20,nald095,"R$ 9,17"
140,Bicicleta Aro 29,2021-10-12 08:00:00,2021-10-12 11:05:47,wandercleyson,"R$ 23,52"
141,Fritadeira Elétrica Sem,2021-10-12 11:00:00,2021-10-12 11:04:29,catharinaiglesias,"R$ 2,42"
142,Pacote 50 Lances,2021-10-12 09:00:00,2021-10-12 09:30:36,cutrimnet,"R$ 4,12"
143,A Intel Core,2021-10-11 22:00:00,2021-10-12 08:08:06,taynan_vozza,"R$ 63,35"
144,PIX de 500,2021-10-12 07:00:00,2021-10-12 07:30:09,xandytimão,"R$ 3,72"
145,Pacote 50 Lances,2021-10-12 06:00:00,2021-10-12 06:01:11,email,"R$ 0,63"
146,Smart TV 75,2021-10-11 16:00:00,2021-10-12 02:17:48,Klézio,"R$ 75,30"
147,Pacote 100 Lances,2021-10-11 23:00:00,2021-10-11 23:18:26,@Minha.Meta,"R$ 2,34"
148,PIX de 1.000,2021-10-11 08:00:00,2021-10-11 22:36:27,wandercleyson,"R$ 92,66"
149,Câmera Insta360 One,2021-10-11 20:30:00,2021-10-11 22:11:11,Agenor Mendonça,"R$ 9,23"
150,Pacote 100 Lances,2021-10-11 21:00:00,2021-10-11 21:29:13,R.Canella,"R$ 4,03"
151,Patinete Elétrico Maj,2021-10-11 20:00:00,2021-10-11 21:24:03,Fanin.Ricardo.Bsp,"R$ 9,78"
152,GoPro HERO 9,2021-10-11 19:00:00,2021-10-11 20:55:59,min de papai,"R$ 12,05"
153,PIX de 200,2021-10-11 19:30:00,2021-10-11 19:33:06,LUCASSILVA33,"R$ 1,72"
154,Pacote 50 Lances,2021-10-11 18:00:00,2021-10-11 18:43:26,Fillypi,"R$ 4,97"
155,f15 core i7,2021-10-11 17:00:00,2021-10-11 17:33:14,email,"R$ 10,02"
156,Fone Bose Quietcomfort,2021-10-10 19:00:00,2021-10-11 00:54:49,email,"R$ 31,97"
157,PIX de 200,2021-10-10 20:30:00,2021-10-10 23:13:59,Luiscma96,"R$ 24,75"
158,Pacote 100 Lances,2021-10-10 23:00:00,2021-10-10 23:04:37,Kate Marrone,"R$ 0,99"
159,MacBook Air Intel,2021-10-10 22:00:00,2021-10-10 22:43:12,S.A.T.O,"R$ 5,77"
160,PIX de 1.000,2021-10-10 07:00:00,2021-10-10 21:24:54,FabioTrader,"R$ 118,36"
161,Refrigerador Brastemp Frost,2021-10-10 17:00:00,2021-10-10 21:23:18,edilsonvital,"R$ 28,80"
162,Pacote 100 Lances,2021-10-10 21:00:00,2021-10-10 21:11:14,email,"R$ 1,65"
163,Mini Ar Condicionado,2021-10-10 13:00:00,2021-10-10 19:24:46,Rapha_Zanetti_SP,"R$ 40,64"
164,Pacote 50 Lances,2021-10-10 18:00:00,2021-10-10 18:15:30,patrickkramer,"R$ 3,02"
165,Smart TV LED,2021-10-09 16:00:00,2021-10-10 17:55:59,K.I.W.A.2000,"R$ 156,96"
166,Smart TV LED,2021-10-10 16:00:00,2021-10-10 16:32:48,luan Christiann,"R$ 7,01"
167,iPhone 12 Pro,2021-10-10 10:00:00,2021-10-10 16:01:16,reidoleilão,"R$ 38,34"
168,Pacote 50 Lances,2021-10-10 15:00:00,2021-10-10 15:11:38,email,"R$ 2,42"
169,Drone Multilaser Eagle,2021-10-10 11:00:00,2021-10-10 13:52:27,serepieri,"R$ 18,60"
170,Pacote 100 Lances,2021-10-10 12:00:00,2021-10-10 12:10:29,email,"R$ 1,85"
171,Cervejeira Metalfrio VN50FL,2021-10-09 19:00:00,2021-10-10 10:11:00,Gabrielmmn13,"R$ 82,12"
172,Pacote 50 Lances,2021-10-10 09:00:00,2021-10-10 09:13:46,R.Canella,"R$ 1,82"
173,Caixa de Som,2021-10-10 08:00:00,2021-10-10 08:40:02,nparoateganhar,"R$ 3,91"
174,Pacote 50 Lances,2021-10-10 06:00:00,2021-10-10 06:04:14,lustoza,"R$ 1,18"
175,A Intel Core,2021-10-09 22:00:00,2021-10-10 05:49:06,VACINADO,"R$ 43,97"
176,iPhone 12 Pro,2021-10-09 10:00:00,2021-10-10 01:44:18,t.santana.rj,"R$ 115,96"
177,Pacote 100 Lances,2021-10-09 23:00:00,2021-10-09 23:32:01,email,"R$ 4,60"
178,GoPro HERO 9,2021-10-09 14:00:00,2021-10-09 22:49:05,carlopiracaia22,"R$ 50,82"
179,Câmera Insta360 One,2021-10-09 20:30:00,2021-10-09 21:44:25,Joelson moniz,"R$ 7,22"
180,Pacote 100 Lances,2021-10-09 21:00:00,2021-10-09 21:19:26,Erika1999,"R$ 3,21"
181,iPad Air 10,2021-10-09 20:00:00,2021-10-09 20:19:58,email,"R$ 3,44"
182,Maquina De Gelo,2021-10-09 19:30:00,2021-10-09 19:31:06,Ratão_,"R$ 0,71"
183,Pacote 50 Lances,2021-10-09 18:00:00,2021-10-09 18:10:07,Julieneeee,"R$ 2,00"
184,5 Digital Edition,2021-10-09 17:00:00,2021-10-09 18:01:22,Benevenuto,"R$ 11,54"
185,Pacote 50 Lances,2021-10-09 15:00:00,2021-10-09 15:26:34,Luizinho78,"R$ 4,40"
186,Caixa de Som,2021-10-09 13:00:00,2021-10-09 13:40:32,Flavinho diniz,"R$ 6,11"
187,Pacote 100 Lances,2021-10-09 12:00:00,2021-10-09 13:02:49,email,"R$ 8,76"
188,PIX de 1.000,2021-10-09 11:00:00,2021-10-09 12:20:58,nandacastroamg,"R$ 11,67"
189,Pacote 50 Lances,2021-10-09 09:00:00,2021-10-09 09:12:05,JJuniorM,"R$ 1,88"
190,Apple Watch Series,2021-10-09 07:00:00,2021-10-09 08:51:13,Rainhadosleilões,"R$ 9,64"
191,Perfume Dolce e,2021-10-09 08:00:00,2021-10-09 08:03:25,Berlison,"R$ 1,13"
192,Patinete Elétrico Maj,2021-10-08 20:00:00,2021-10-09 07:57:46,Beto ribas,"R$ 74,49"
193,MacBook Air Intel,2021-10-08 22:00:00,2021-10-09 06:35:50,marcelozucco,"R$ 48,71"
194,Pacote 50 Lances,2021-10-09 06:00:00,2021-10-09 06:01:31,Adelrs5000,"R$ 1,16"
195,Smart TV LED,2021-10-08 16:00:00,2021-10-09 05:36:59,serepieri,"R$ 90,72"
196,GoPro HERO 9,2021-10-08 19:00:00,2021-10-08 23:55:04,JordâniaAlves,"R$ 30,57"
197,Pacote 100 Lances,2021-10-08 23:00:00,2021-10-08 23:10:19,email,"R$ 2,01"
198,PIX de 1.000,2021-10-08 07:00:00,2021-10-08 21:32:34,DomFidalgo,"R$ 107,48"
199,Pacote 100 Lances,2021-10-08 21:00:00,2021-10-08 21:11:59,zequinha40,"R$ 2,34"
200,Lava E Seca,2021-10-08 20:30:00,2021-10-08 20:52:15,marcelozucco,"R$ 5,05"
201,Caixa de Som,2021-10-08 19:30:00,2021-10-08 19:37:44,Cheiroso,"R$ 1,62"
202,Caixa de Som,2021-10-08 17:00:00,2021-10-08 18:27:35,inovart,"R$ 10,72"
203,Pacote 50 Lances,2021-10-08 18:00:00,2021-10-08 18:04:22,email,"R$ 1,53"
204,Patinete Elétrico Foston,2021-10-08 13:00:00,2021-10-08 16:48:35,Boldrini22,"R$ 24,38"
205,Pacote 50 Lances,2021-10-08 15:00:00,2021-10-08 15:13:41,email,"R$ 3,26"
206,Microondas 25L Espelhado,2021-10-08 14:00:00,2021-10-08 15:02:04,guilhermegggg,"R$ 10,84"
207,Pacote 100 Lances,2021-10-08 12:00:00,2021-10-08 13:42:50,email,"R$ 17,99"
208,Refrigerador Brastemp Frost,2021-10-08 11:00:00,2021-10-08 13:27:31,Jairo_Marsil,"R$ 31,89"
209,iPhone 12 Pro,2021-10-08 10:00:00,2021-10-08 10:44:46,RicoMarques90,"R$ 9,38"
210,Pacote 50 Lances,2021-10-08 09:00:00,2021-10-08 09:06:01,MarkAndrioli04,"R$ 1,37"
211,Liquidificador Philips Walita,2021-10-08 08:00:00,2021-10-08 08:56:56,TRV05,"R$ 8,84"
212,Pacote 50 Lances,2021-10-08 06:00:00,2021-10-08 06:01:30,josielvianna,"R$ 1,19"
213,Honda CG 160,2021-10-07 20:00:00,2021-10-08 05:21:52,joãominas83,"R$ 67,36"
214,Bicicleta Aro 29,2021-10-07 19:00:00,2021-10-08 03:19:43,KelVi___,"R$ 50,70"
215,Fone Bose Quietcomfort,2021-10-07 07:00:00,2021-10-08 03:19:38,Jocimas2,"R$ 132,71"
216,A Intel Core,2021-10-07 22:00:00,2021-10-08 01:30:32,MaisUmMeu,"R$ 24,47"
217,Pacote 100 Lances,2021-10-07 23:00:00,2021-10-07 23:11:16,Mara edilma,"R$ 2,03"
218,iPhone 12 Pro,2021-10-07 10:00:00,2021-10-07 22:32:04,Renatozacardi,"R$ 93,24"
219,Mesa para Notebook,2021-10-07 20:30:00,2021-10-07 22:08:35,Luiscma96,"R$ 16,67"
220,Pacote 100 Lances,2021-10-07 21:00:00,2021-10-07 21:24:42,email,"R$ 4,24"
221,Chaise Hungria Trama,2021-10-07 17:00:00,2021-10-07 20:37:13,ElizeuGottardo,"R$ 26,26"
222,PIX de 200,2021-10-07 19:30:00,2021-10-07 20:11:48,aldasarzotto,"R$ 7,24"
223,Pacote 50 Lances,2021-10-07 18:00:00,2021-10-07 18:38:04,cleudo_souza,"R$ 5,51"
224,5 Digital Edition,2021-10-07 16:00:00,2021-10-07 17:32:13,Beraldo2000,"R$ 14,30"
225,Tablet How 7,2021-10-07 14:00:00,2021-10-07 15:29:34,cundera,"R$ 10,65"
226,Pacote 50 Lances,2021-10-07 15:00:00,2021-10-07 15:19:05,Taty27,"R$ 3,06"
227,Apple Watch Series,2021-10-07 13:00:00,2021-10-07 13:06:46,Gardel,"R$ 1,86"
228,Pacote 100 Lances,2021-10-07 12:00:00,2021-10-07 12:33:10,D.U.B.A.I.,"R$ 4,66"
229,GoPro HERO 9,2021-10-07 11:00:00,2021-10-07 11:39:46,M.Sada,"R$ 4,65"
230,Kit 2 Banquetas,2021-10-07 08:00:00,2021-10-07 09:41:55,TRV05,"R$ 11,42"
231,Pacote 50 Lances,2021-10-07 09:00:00,2021-10-07 09:16:40,pessoaalencar,"R$ 1,84"
232,Pacote 50 Lances,2021-10-07 06:00:00,2021-10-07 06:13:01,Marcosoli07,"R$ 1,96"
233,Smart TV LED,2021-10-06 16:00:00,2021-10-07 05:18:14,flamarion_,"R$ 82,08"
234,Patinete Elétrico Foston,2021-10-06 11:00:00,2021-10-07 01:15:26,MAEDA,"R$ 83,91"
235,MacBook Air Intel,2021-10-06 22:00:00,2021-10-07 00:59:23,Daniel de Santi,"R$ 15,98"
236,Lava E Seca,2021-10-06 20:30:00,2021-10-07 00:42:43,DESISTIRJAMAIS,"R$ 29,33"
237,Pacote 100 Lances,2021-10-06 23:00:00,2021-10-06 23:19:12,email,"R$ 2,27"
238,Pacote 100 Lances,2021-10-06 21:00:00,2021-10-06 22:17:06,email,"R$ 7,58"
239,Impressora Canon Pixma,2021-10-06 19:30:00,2021-10-06 20:15:36,Berlison,"R$ 6,47"
240,Patinete Elétrico Maj,2021-10-06 20:00:00,2021-10-06 20:00:46,cinthiadalle,"R$ 0,93"
241,Cervejeira Metalfrio VN50FL,2021-10-06 19:00:00,2021-10-06 20:00:02,Liu2000,"R$ 5,20"
242,f15 core i7,2021-10-06 13:00:00,2021-10-06 19:32:45,bel chinaglia,"R$ 40,60"
243,iPhone 12 Pro,2021-10-06 10:00:00,2021-10-06 19:22:08,email,"R$ 63,51"
244,iPad Air 10,2021-10-06 17:00:00,2021-10-06 18:34:12,Jediel_Londrina,"R$ 9,66"
245,Pacote 50 Lances,2021-10-06 18:00:00,2021-10-06 18:00:57,Nanda78,"R$ 0,48"
246,Pacote 50 Lances,2021-10-06 15:00:00,2021-10-06 16:16:06,Taty27,"R$ 8,69"
247,PIX de 1.000,2021-10-06 08:00:00,2021-10-06 16:09:01,JogaFácil,"R$ 60,72"
248,Mochila Nike Sportswear,2021-10-06 14:00:00,2021-10-06 14:43:03,catharinaiglesias,"R$ 5,66"
249,Pacote 100 Lances,2021-10-06 12:00:00,2021-10-06 12:17:32,MBG1976,"R$ 3,05"
250,iPhone 12 Pro,2021-10-05 10:00:00,2021-10-06 12:02:24,Cleiton_EUA,"R$ 184,22"
251,5 Polegadas Vermelho,2021-10-06 07:00:00,2021-10-06 11:01:53,email,"R$ 24,41"
