,product,started,closed,winner,price
44,Mini Ar Condicionado,2021-09-17 17:00:00,2021-09-17 18:31:44,Dr.Loteria,"R$ 10,91"
45,Pacote 50 Lances,2021-09-17 18:00:00,2021-09-17 18:09:33,Pjjorge,"R$ 1,46"
46,Honda CG 160,2021-09-17 16:00:00,2021-09-17 17:31:29,osmarinost,"R$ 10,98"
47,Apple Watch Series,2021-09-17 11:00:00,2021-09-17 17:13:22,RICAMIL,"R$ 30,21"
48,Pacote 50 Lances,2021-09-17 15:00:00,2021-09-17 16:33:31,Thithi8685,"R$ 11,33"
49,5 Digital Edition,2021-09-17 13:00:00,2021-09-17 14:58:17,cadumusic,"R$ 15,88"
50,Smart TV LED,2021-09-17 14:00:00,2021-09-17 14:19:21,Leandro Gama 89,"R$ 5,56"
51,Pacote 100 Lances,2021-09-17 12:00:00,2021-09-17 12:19:48,BIO Motos,"R$ 3,04"
52,Caixa de Som,2021-09-17 08:00:00,2021-09-17 09:25:59,DiegoBTC_21,"R$ 11,47"
53,Pacote 50 Lances,2021-09-17 09:00:00,2021-09-17 09:07:15,BF92,"R$ 1,58"
54,5 Polegadas Vermelho,2021-09-17 07:00:00,2021-09-17 08:24:11,Bia-2021,"R$ 9,76"
55,Pacote 50 Lances,2021-09-17 06:00:00,2021-09-17 06:04:16,joninhaet321,"R$ 1,73"
56,MacBook Air Intel,2021-09-16 22:00:00,2021-09-17 02:33:08,P.Leone,"R$ 32,28"
57,Pacote 100 Lances,2021-09-16 23:00:00,2021-09-17 00:16:53,Caik_gnt,"R$ 9,78"
58,iPad Air 10,2021-09-16 16:00:00,2021-09-16 23:34:39,vagnerpirajá,"R$ 47,12"
59,Bicicleta Aro 29,2021-09-16 13:00:00,2021-09-16 22:42:34,ramoni,"R$ 58,43"
60,Whisky Royal Salute,2021-09-16 19:00:00,2021-09-16 22:02:27,Cezar_Moreno_,"R$ 17,42"
61,PIX de 1.000,2021-09-16 20:30:00,2021-09-16 21:44:42,ONG,"R$ 10,86"
62,Pacote 100 Lances,2021-09-16 21:00:00,2021-09-16 21:27:44,O_POSSUIDOR,"R$ 3,72"
63,Cervejeira Metalfrio VN50FL,2021-09-16 20:00:00,2021-09-16 21:19:13,luan Christian7,"R$ 6,90"
64,Lava E Seca,2021-09-16 17:00:00,2021-09-16 18:45:48,Aicor250,"R$ 12,65"
65,Pacote 50 Lances,2021-09-16 18:00:00,2021-09-16 18:00:31,Nosliner,"R$ 1,01"
66,Refrigerador Brastemp Frost,2021-09-16 11:00:00,2021-09-16 17:17:30,t.santana.rj,"R$ 45,56"
67,Pacote 50 Lances,2021-09-16 15:00:00,2021-09-16 15:38:35,email,"R$ 5,39"
68,Smart TV LED,2021-09-16 14:00:00,2021-09-16 15:23:47,philipk,"R$ 13,32"
69,iPhone 12 Pro,2021-09-16 10:00:00,2021-09-16 14:49:45,bel chinaglia,"R$ 42,67"
70,Pacote 100 Lances,2021-09-16 12:00:00,2021-09-16 13:03:31,email,"R$ 9,12"
71,Caixa de Som,2021-09-16 07:00:00,2021-09-16 10:09:32,PALITO,"R$ 23,08"
72,Pacote 50 Lances,2021-09-16 09:00:00,2021-09-16 09:32:20,MRPaula,"R$ 4,25"
73,Patinete Elétrico Foston,2021-09-16 08:00:00,2021-09-16 08:09:39,Adilson_lance,"R$ 2,17"
74,Pacote 50 Lances,2021-09-16 06:00:00,2021-09-16 06:12:07,email,"R$ 2,52"
75,A Intel Core,2021-09-15 22:00:00,2021-09-16 05:52:34,dodacar7,"R$ 43,12"
76,MacBook Air Intel,2021-09-14 22:00:00,2021-09-16 05:18:26,nparoateganhar,"R$ 193,87"
77,Smart TV 75,2021-09-15 16:00:00,2021-09-16 04:17:28,flamarion_,"R$ 78,00"
78,PIX de 1.000,2021-09-15 20:30:00,2021-09-16 00:46:57,marcelolatam,"R$ 29,32"
79,Pacote 100 Lances,2021-09-15 23:00:00,2021-09-15 23:45:00,Ronaldexi,"R$ 6,03"
80,5 Digital Edition,2021-09-15 14:00:00,2021-09-15 21:41:44,eupedrolopes,"R$ 63,15"
81,Pacote 100 Lances,2021-09-15 21:00:00,2021-09-15 21:14:40,email,"R$ 2,93"
82,Patinete Elétrico Maj,2021-09-15 20:00:00,2021-09-15 20:36:16,thomaz_hebert,"R$ 6,48"
83,Impressora Canon Pixma,2021-09-15 19:30:00,2021-09-15 19:51:10,Clems,"R$ 4,19"
84,Chaise Hungria Trama,2021-09-15 17:00:00,2021-09-15 19:32:49,email,"R$ 16,34"
85,Fone Bose Quietcomfort,2021-09-15 19:00:00,2021-09-15 19:02:29,FERNANDOSANTI,"R$ 1,24"
86,Pacote 50 Lances,2021-09-15 18:00:00,2021-09-15 18:22:25,rreinformatico,"R$ 3,65"
87,GoPro HERO 9,2021-09-15 11:00:00,2021-09-15 16:33:46,igor_sampa_r1,"R$ 31,79"
88,Pacote 50 Lances,2021-09-15 15:00:00,2021-09-15 15:12:36,Adalgisa9820,"R$ 2,49"
89,Pacote 100 Lances,2021-09-15 12:00:00,2021-09-15 13:49:51,Brasil_Gad,"R$ 13,90"
90,Drone Multilaser Eagle,2021-09-15 13:00:00,2021-09-15 13:10:18,Fanin.Ricardo.Bsp,"R$ 2,56"
91,iPhone 12 Pro,2021-09-15 10:00:00,2021-09-15 11:17:28,belluga,"R$ 14,75"
92,Pacote 50 Lances,2021-09-15 09:00:00,2021-09-15 09:15:05,rocha3501,"R$ 2,63"
93,PIX de 1.000,2021-09-15 08:00:00,2021-09-15 08:30:43,inaciograflab,"R$ 5,87"
94,Esteira Ergométrica El,2021-09-15 07:00:00,2021-09-15 07:10:50,KANDREVA,"R$ 2,22"
95,Pacote 50 Lances,2021-09-15 06:00:00,2021-09-15 06:00:46,BRU_SIL,"R$ 1,35"
96,PIX de 1.000,2021-09-14 20:30:00,2021-09-15 01:46:12,EmersonSoriani,"R$ 40,65"
97,Pacote 100 Lances,2021-09-14 23:00:00,2021-09-14 23:44:44,lincolnengq,"R$ 5,89"
98,GoPro HERO 9,2021-09-14 20:00:00,2021-09-14 21:56:42,VITORMAULI,"R$ 12,90"
99,Pacote 100 Lances,2021-09-14 21:00:00,2021-09-14 21:42:28,Odlinavi,"R$ 6,61"
100,Fone Bose Quietcomfort,2021-09-14 17:00:00,2021-09-14 21:04:33,heliopt,"R$ 22,94"
101,iPad Air 10,2021-09-14 19:00:00,2021-09-14 20:44:01,GabCarvalho,"R$ 13,20"
102,Tablet How 7,2021-09-14 19:30:00,2021-09-14 19:58:21,Priquelme,"R$ 3,77"
103,iPhone 12 Pro,2021-09-14 10:00:00,2021-09-14 18:32:14,joãomoss1,"R$ 71,94"
104,Pacote 50 Lances,2021-09-14 18:00:00,2021-09-14 18:03:05,Calavera,"R$ 1,21"
105,Smart TV 75,2021-09-14 16:00:00,2021-09-14 16:28:02,email,"R$ 8,88"
106,Whisky Royal Salute,2021-09-14 13:00:00,2021-09-14 16:06:17,Beraldo013,"R$ 18,95"
107,Pacote 50 Lances,2021-09-14 15:00:00,2021-09-14 15:49:55,Odlinavi,"R$ 6,69"
108,PIX de 200,2021-09-14 14:00:00,2021-09-14 14:44:54,Ruidarci,"R$ 8,19"
109,Lava E Seca,2021-09-14 11:00:00,2021-09-14 13:18:18,JCAVALLi,"R$ 17,25"
110,Pacote 100 Lances,2021-09-14 12:00:00,2021-09-14 12:22:20,Mathiaspiller,"R$ 3,83"
111,Patinete Elétrico Foston,2021-09-14 08:00:00,2021-09-14 10:42:25,franciscojr.,"R$ 15,26"
112,Pacote 50 Lances,2021-09-14 09:00:00,2021-09-14 09:01:09,Lebron Jhonson,"R$ 0,73"
113,Drone Multilaser Eagle,2021-09-14 07:00:00,2021-09-14 08:04:30,panini.joão,"R$ 6,99"
114,Pacote 50 Lances,2021-09-14 06:00:00,2021-09-14 06:12:43,Diogenesseguins,"R$ 2,63"
115,f15 core i7,2021-09-13 20:30:00,2021-09-14 02:50:33,PALITO,"R$ 42,19"
116,A Intel Core,2021-09-13 22:00:00,2021-09-14 02:30:30,inovart,"R$ 25,94"
117,Smart TV LED,2021-09-13 16:00:00,2021-09-14 01:31:40,PALITO,"R$ 68,01"
118,Refrigerador Brastemp Frost,2021-09-13 19:00:00,2021-09-13 23:59:29,LinaMG_2000,"R$ 35,46"
119,Pacote 100 Lances,2021-09-13 23:00:00,2021-09-13 23:19:12,email,"R$ 3,34"
120,Pacote 100 Lances,2021-09-13 21:00:00,2021-09-13 22:06:28,email,"R$ 9,37"
121,iPhone 12 Pro,2021-09-13 10:00:00,2021-09-13 20:56:13,m_rimazzi,"R$ 75,84"
122,Samsung Galaxy S20,2021-09-13 20:00:00,2021-09-13 20:46:09,belo ribas,"R$ 6,98"
123,Mochila Nike Sportswear,2021-09-13 19:30:00,2021-09-13 19:31:16,Tenho1000Lan.,"R$ 1,02"
124,Pipoqueira Classic Retr,2021-09-13 17:00:00,2021-09-13 19:12:44,MarioGodoy,"R$ 13,79"
125,Pacote 50 Lances,2021-09-13 18:00:00,2021-09-13 18:14:24,luke33,"R$ 2,46"
126,Smart TV LED,2021-09-13 13:00:00,2021-09-13 17:19:24,Daniel de Santi,"R$ 29,83"
127,Apple Watch Series,2021-09-13 11:00:00,2021-09-13 16:49:39,BellaMMN,"R$ 32,10"
128,Pacote 50 Lances,2021-09-13 15:00:00,2021-09-13 15:29:59,email,"R$ 4,71"
129,5 Digital Edition,2021-09-13 14:00:00,2021-09-13 14:17:56,nandacastroamg,"R$ 5,24"
130,PIX de 1.000,2021-09-13 07:00:00,2021-09-13 13:06:15,fabiotrader,"R$ 37,32"
131,Pacote 100 Lances,2021-09-13 12:00:00,2021-09-13 12:03:11,-Champions-,"R$ 1,15"
132,Bicicleta Aro 29,2021-09-13 08:00:00,2021-09-13 09:23:56,ElizeuGottardo,"R$ 8,37"
133,Pacote 50 Lances,2021-09-13 09:00:00,2021-09-13 09:07:34,Gleise godin,"R$ 0,91"
134,Pacote 50 Lances,2021-09-13 06:00:00,2021-09-13 06:05:43,MoisesCardoso21,"R$ 0,92"
135,Patinete Elétrico Maj,2021-09-12 20:00:00,2021-09-13 03:00:32,lance.livre,"R$ 44,34"
136,MacBook Air Intel,2021-09-12 22:00:00,2021-09-12 23:47:16,ORLANDOMG,"R$ 12,16"
137,Pacote 100 Lances,2021-09-12 23:00:00,2021-09-12 23:27:59,New369,"R$ 3,47"
138,Pacote 100 Lances,2021-09-12 21:00:00,2021-09-12 21:20:42,email,"R$ 3,20"
139,Apple Watch Series,2021-09-12 20:30:00,2021-09-12 21:05:50,marcelolatam,"R$ 3,62"
140,Cadeira de escrit,2021-09-12 19:30:00,2021-09-12 19:40:51,Leiloeiro Maluco,"R$ 2,28"
141,Cervejeira Metalfrio VN50FL,2021-09-12 17:00:00,2021-09-12 19:23:06,vagnerpiraja,"R$ 16,83"
142,Apple Watch Series,2021-09-12 19:00:00,2021-09-12 19:08:54,Maccheri,"R$ 2,68"
143,Pacote 50 Lances,2021-09-12 18:00:00,2021-09-12 18:01:47,-Champions-,"R$ 1,02"
144,Smart TV LED,2021-09-12 16:00:00,2021-09-12 17:14:11,ELCIU,"R$ 12,94"
145,iPhone 12 Pro,2021-09-12 10:00:00,2021-09-12 17:04:19,Rayan.ruíz,"R$ 57,78"
146,PIX de 200,2021-09-12 14:00:00,2021-09-12 15:12:56,aguinaldoo,"R$ 13,65"
147,Pacote 50 Lances,2021-09-12 15:00:00,2021-09-12 15:12:52,Luciano08,"R$ 2,62"
148,5 Digital Edition,2021-09-12 13:00:00,2021-09-12 13:54:56,Jocimas2,"R$ 8,64"
149,Pacote 100 Lances,2021-09-12 12:00:00,2021-09-12 13:09:54,eduhebbel,"R$ 8,32"
150,PIX de 1.000,2021-09-12 11:00:00,2021-09-12 12:06:59,edilsonvital,"R$ 12,19"
151,Patinete Elétrico Foston,2021-09-12 08:00:00,2021-09-12 11:00:06,fleuri,"R$ 17,07"
152,Pacote 50 Lances,2021-09-12 09:00:00,2021-09-12 09:02:04,22567832,"R$ 0,26"
153,Adega 8 garrafas,2021-09-12 07:00:00,2021-09-12 07:42:59,Rainhadosleilões,"R$ 4,50"
154,Pacote 50 Lances,2021-09-12 06:00:00,2021-09-12 06:13:59,email,"R$ 1,95"
155,Pacote 100 Lances,2021-09-11 23:00:00,2021-09-11 23:58:52,05191226585,"R$ 6,56"
156,5 Digital Edition,2021-09-11 19:00:00,2021-09-11 22:15:18,belluga,"R$ 19,79"
157,A Intel Core,2021-09-11 22:00:00,2021-09-11 22:06:49,Sah_Caleron,"R$ 1,49"
158,Patinete Elétrico Maj,2021-09-11 20:00:00,2021-09-11 21:16:16,fabiotrader,"R$ 6,88"
159,Pacote 100 Lances,2021-09-11 21:00:00,2021-09-11 21:03:51,LBG P C L,"R$ 0,82"
160,Whisky Royal Salute,2021-09-11 20:30:00,2021-09-11 20:35:12,Jairo_Marsil_10,"R$ 0,87"
161,5 Polegadas Vermelho,2021-09-11 17:00:00,2021-09-11 20:25:14,emeuesseaqui,"R$ 22,91"
162,PIX de 200,2021-09-11 19:30:00,2021-09-11 19:31:02,D.U.B.A.I.,"R$ 1,46"
163,Pacote 50 Lances,2021-09-11 18:00:00,2021-09-11 18:13:51,email,"R$ 2,35"
164,Smart TV 75,2021-09-11 16:00:00,2021-09-11 17:41:45,MAGRÃORJ,"R$ 19,98"
165,GoPro HERO 9,2021-09-11 13:00:00,2021-09-11 16:08:18,Alisson Marconi,"R$ 19,57"
166,iPhone 12 Pro,2021-09-11 10:00:00,2021-09-11 15:56:09,rcobucci,"R$ 45,84"
167,Pacote 50 Lances,2021-09-11 15:00:00,2021-09-11 15:07:24,Aledini,"R$ 1,90"
168,Tablet How 7,2021-09-11 14:00:00,2021-09-11 14:15:34,largatosts1,"R$ 3,09"
169,Fone Bose Quietcomfort,2021-09-11 07:00:00,2021-09-11 13:57:02,Eduardomad,"R$ 38,43"
170,Pacote 100 Lances,2021-09-11 12:00:00,2021-09-11 12:42:36,Prado1513,"R$ 5,83"
171,Drone Multilaser Eagle,2021-09-11 11:00:00,2021-09-11 11:07:54,F15 Roldan,"R$ 1,81"
172,Pacote 50 Lances,2021-09-11 09:00:00,2021-09-11 09:00:41,ERG2021,"R$ 0,33"
173,Chaise Hungria Trama,2021-09-11 08:00:00,2021-09-11 08:20:49,sai pra lá,"R$ 2,84"
174,Pacote 50 Lances,2021-09-11 06:00:00,2021-09-11 06:16:28,Flaviosilva83,"R$ 2,02"
175,Apple Watch Series,2021-09-10 20:30:00,2021-09-11 05:37:04,waltz221,"R$ 55,82"
176,GoPro HERO 9,2021-09-09 20:00:00,2021-09-11 03:46:54,Deila_Costa_EUA,"R$ 223,45"
177,MacBook Air Intel,2021-09-10 22:00:00,2021-09-11 02:42:59,Raposa90,"R$ 33,98"
178,Drone Multilaser Eagle,2021-09-10 17:00:00,2021-09-11 02:36:16,DomFidalgo,"R$ 53,25"
179,Pacote 100 Lances,2021-09-10 23:00:00,2021-09-10 23:15:48,Paulocheff,"R$ 2,14"
180,Pacote 100 Lances,2021-09-10 21:00:00,2021-09-10 21:23:18,Prado1513,"R$ 3,35"
181,Honda CG 160,2021-09-10 20:00:00,2021-09-10 21:01:47,marcelozucco,"R$ 12,68"
182,Impressora Canon Pixma,2021-09-10 19:30:00,2021-09-10 20:07:22,aliandraa,"R$ 6,50"
183,GoPro HERO 9,2021-09-10 19:00:00,2021-09-10 19:24:10,blaster,"R$ 2,99"
184,Pacote 50 Lances,2021-09-10 18:00:00,2021-09-10 18:20:09,valter*2704,"R$ 3,08"
185,PIX de 1.000,2021-09-10 11:00:00,2021-09-10 18:03:39,Jovênio,"R$ 48,39"
186,Smart TV LED,2021-09-10 16:00:00,2021-09-10 16:54:51,DanielNY,"R$ 10,93"
187,Pacote 50 Lances,2021-09-10 15:00:00,2021-09-10 15:26:25,Paulo edson,"R$ 3,62"
188,Caixa de Som,2021-09-10 14:00:00,2021-09-10 15:05:56,serginhosalustiano,"R$ 8,93"
189,Caixa de Som,2021-09-10 13:00:00,2021-09-10 13:09:55,nparoateganhar,"R$ 2,74"
190,Pacote 100 Lances,2021-09-10 12:00:00,2021-09-10 12:44:39,email,"R$ 6,05"
191,iPhone 12 Pro,2021-09-10 10:00:00,2021-09-10 11:11:03,h9_silva_souto,"R$ 10,37"
192,Pacote 50 Lances,2021-09-09 18:00:00,2021-09-09 18:02:32,michael963,"R$ 1,23"
193,Adega 8 garrafas,2021-09-09 17:00:00,2021-09-09 17:54:32,Maccheri,"R$ 6,01"
194,PIX de 500,2021-09-09 07:00:00,2021-09-09 17:28:45,m_rimazzi,"R$ 69,40"
195,Pacote 50 Lances,2021-09-09 15:00:00,2021-09-09 15:37:16,Ching-Chung,"R$ 5,56"
196,Professional Gaming Headset,2021-09-09 14:00:00,2021-09-09 14:51:16,geval,"R$ 6,37"
197,Lava E Seca,2021-09-09 13:00:00,2021-09-09 14:15:17,taynan_vozza,"R$ 8,75"
198,Pacote 100 Lances,2021-09-09 12:00:00,2021-09-09 12:17:31,VRSA21,"R$ 3,02"
199,Patinete Elétrico Maj,2021-09-08 20:00:00,2021-09-09 12:03:34,CAMPONAZZI,"R$ 107,84"
200,Fone De Ouvido,2021-09-09 11:00:00,2021-09-09 11:20:53,email,"R$ 3,06"
201,Drone Multilaser Eagle,2021-09-09 08:00:00,2021-09-09 09:53:59,cadumusic,"R$ 10,94"
202,Pacote 50 Lances,2021-09-09 09:00:00,2021-09-09 09:01:58,EderLopes2233,"R$ 0,55"
203,Smart TV 75,2021-09-08 16:00:00,2021-09-09 09:00:24,grollicarlos,"R$ 131,58"
204,Pacote 50 Lances,2021-09-09 06:00:00,2021-09-09 06:05:43,adolfojunior,"R$ 1,67"
205,Pacote 100 Lances,2021-09-08 21:00:00,2021-09-08 23:13:04,SARITA.IASD,"R$ 15,03"
206,Pacote 100 Lances,2021-09-08 23:00:00,2021-09-08 23:02:42,Ching-Chung,"R$ 0,81"
207,A Intel Core,2021-09-08 22:00:00,2021-09-08 22:58:14,C ZAGUINI,"R$ 6,56"
208,Câmera Insta360 One,2021-09-08 20:30:00,2021-09-08 21:33:08,oliveiramarcos_,"R$ 6,75"
209,Refrigerador Brastemp Frost,2021-09-08 19:00:00,2021-09-08 20:43:21,edilsonvital,"R$ 13,06"
210,PIX de 200,2021-09-08 19:30:00,2021-09-08 19:50:54,luizdefigueiredo,"R$ 5,08"
211,Pacote 50 Lances,2021-09-08 18:00:00,2021-09-08 18:32:34,email,"R$ 4,61"
212,Caixa de Som,2021-09-08 17:00:00,2021-09-08 17:49:25,Lafy,"R$ 8,36"
213,iPhone 12 Pro,2021-09-08 10:00:00,2021-09-08 17:07:16,Rahcorrea27,"R$ 47,48"
214,5 Digital Edition,2021-09-07 13:00:00,2021-09-08 16:27:53,Luan Christian7,"R$ 191,21"
215,Pacote 50 Lances,2021-09-08 15:00:00,2021-09-08 15:27:48,Francinaldo maia,"R$ 3,49"
216,Mochila Nike Sportswear,2021-09-08 14:00:00,2021-09-08 14:04:14,brunoapsousa,"R$ 1,25"
217,PIX de 1.000,2021-09-08 13:00:00,2021-09-08 13:55:32,jalney1000,"R$ 7,12"
218,Pacote 100 Lances,2021-09-08 12:00:00,2021-09-08 12:50:54,Odlinavi,"R$ 6,76"
219,Apple Watch Series,2021-09-08 11:00:00,2021-09-08 12:03:42,Ramoni,"R$ 6,27"
220,Cama Box Colch,2021-09-08 07:00:00,2021-09-08 09:47:27,leonel_ram_ms,"R$ 14,68"
221,Pacote 50 Lances,2021-09-08 09:00:00,2021-09-08 09:13:22,amandaester86,"R$ 1,61"
222,Bicicleta Aro 29,2021-09-08 08:00:00,2021-09-08 08:45:02,K.I.W.A.2000,"R$ 5,24"
223,Pacote 50 Lances,2021-09-08 06:00:00,2021-09-08 06:04:59,leo_fya,"R$ 1,11"
224,Smart TV LED,2021-09-07 16:00:00,2021-09-08 04:01:19,PedroMG78,"R$ 72,76"
225,Fone Bose Quietcomfort,2021-09-07 20:30:00,2021-09-08 00:58:16,NEM-VEM,"R$ 29,80"
226,Pacote 100 Lances,2021-09-07 23:00:00,2021-09-07 23:19:28,AmandaBraun,"R$ 2,94"
227,MacBook Air Intel,2021-09-07 22:00:00,2021-09-07 22:21:44,Bonelli_Marcos,"R$ 3,47"
228,GoPro HERO 9,2021-09-07 20:00:00,2021-09-07 22:19:05,Jocimas2,"R$ 14,60"
229,f15 core i7,2021-09-07 19:00:00,2021-09-07 21:23:58,email,"R$ 14,25"
230,Pacote 100 Lances,2021-09-07 21:00:00,2021-09-07 21:07:17,cacaaps,"R$ 1,28"
231,Apple Watch Series,2021-09-07 07:00:00,2021-09-07 21:00:06,m_rimazzi,"R$ 80,70"
232,Cadeira de escrit,2021-09-07 19:30:00,2021-09-07 20:13:47,Caiao30,"R$ 4,82"
233,Cervejeira Metalfrio VN50FL,2021-09-07 17:00:00,2021-09-07 19:24:05,Tancredo29,"R$ 13,48"
234,Pacote 50 Lances,2021-09-07 18:00:00,2021-09-07 18:00:47,email,"R$ 0,63"
235,Pacote 50 Lances,2021-09-07 15:00:00,2021-09-07 15:17:33,papar,"R$ 2,20"
236,PIX de 200,2021-09-07 14:00:00,2021-09-07 15:14:17,eliasgo,"R$ 11,59"
237,iPhone 12 Pro,2021-09-07 10:00:00,2021-09-07 15:08:17,BellaMMN,"R$ 40,53"
238,PIX de 1.000,2021-09-07 11:00:00,2021-09-07 12:49:28,Dani.secci,"R$ 14,61"
239,Pacote 100 Lances,2021-09-07 12:00:00,2021-09-07 12:25:25,Odlinavi,"R$ 3,13"
240,Refrigerador Brastemp Frost,2021-09-06 19:00:00,2021-09-07 10:13:23,MAEDA,"R$ 87,52"
241,Pacote 50 Lances,2021-09-07 09:00:00,2021-09-07 09:08:02,Jose  carrillo,"R$ 1,20"
242,Carro Elétrico Infantil,2021-09-07 08:00:00,2021-09-07 08:40:40,K.I.W.A.2000,"R$ 3,63"
243,Pacote 50 Lances,2021-09-07 06:00:00,2021-09-07 06:24:54,Jooliver,"R$ 3,35"
244,iPhone 12 Pro,2021-09-06 10:00:00,2021-09-07 05:07:25,DanielNY,"R$ 135,41"
245,A Intel Core,2021-09-06 22:00:00,2021-09-07 03:49:10,email,"R$ 43,69"
246,Smart TV LED,2021-09-06 17:00:00,2021-09-07 02:54:51,CAMPONAZZI,"R$ 75,50"
247,Pacote 100 Lances,2021-09-06 23:00:00,2021-09-06 23:26:19,MFALCAO10,"R$ 3,90"
248,GoPro HERO 9,2021-09-06 20:30:00,2021-09-06 22:44:35,PedroCarmargoNunes,"R$ 13,61"
249,Pacote 100 Lances,2021-09-06 21:00:00,2021-09-06 21:20:57,Odlinavi,"R$ 3,22"
250,5 Digital Edition,2021-09-06 20:00:00,2021-09-06 20:24:42,email,"R$ 4,49"
251,PIX de 200,2021-09-06 19:30:00,2021-09-06 19:38:46,Jesses,"R$ 2,18"
252,Pacote 50 Lances,2021-09-06 18:00:00,2021-09-06 18:06:02,asurapt55,"R$ 1,51"
