,product,started,closed,winner,price
43,Pacote 100 Lances,2022-01-28 23:00:00,2022-01-28 23:34:51,alexsandro333ss,"R$ 5,13"
44,Honda CG 160,2022-01-28 20:00:00,2022-01-28 21:44:20,email,"R$ 12,14"
45,Pacote 100 Lances,2022-01-28 21:00:00,2022-01-28 21:18:55,diman13,"R$ 2,46"
46,GoPro HERO 9,2022-01-28 20:30:00,2022-01-28 21:06:35,Pac_Man,"R$ 3,77"
47,Liquidificador Philips Walita,2022-01-28 19:30:00,2022-01-28 20:31:23,calculadora,"R$ 9,08"
48,Pacote 50 Lances,2022-01-28 18:00:00,2022-01-28 18:01:50,cintiakreutz,"R$ 0,78"
49,Drone Multilaser Eagle,2022-01-28 14:00:00,2022-01-28 16:21:34,GibbaCBA,"R$ 14,09"
50,Apple Watch Series,2022-01-28 13:00:00,2022-01-28 15:50:52,EDU_VOGT,"R$ 18,75"
51,Bicicleta Aro 29,2022-01-28 11:00:00,2022-01-28 15:31:21,Dani_alamo_adv,"R$ 28,90"
52,Pacote 50 Lances,2022-01-28 15:00:00,2022-01-28 15:29:33,diman13,"R$ 4,70"
53,PIX de 1.000,2022-01-28 07:00:00,2022-01-28 12:12:42,laurataciana,"R$ 37,50"
54,Pacote 100 Lances,2022-01-28 12:00:00,2022-01-28 12:11:35,Nikyx,"R$ 1,77"
55,IPhone 13 Pro,2022-01-28 10:00:00,2022-01-28 10:34:29,K.I.W.A.2000,"R$ 4,97"
56,Pacote 50 Lances,2022-01-28 09:00:00,2022-01-28 09:18:51,PatríciaBretas,"R$ 2,67"
57,Smart TV Led,2022-01-28 08:00:00,2022-01-28 08:37:12,VACINADO,"R$ 4,75"
58,Pacote 50 Lances,2022-01-28 06:00:00,2022-01-28 06:03:19,L.Mleonardo,"R$ 1,19"
59,IPhone 13 Pro,2022-01-27 10:00:00,2022-01-28 05:32:50,Djcrispiva,"R$ 113,29"
60,Câmera Insta360 One,2022-01-27 13:00:00,2022-01-28 03:54:55,floracarolina,"R$ 73,04"
61,Cama Box Colch,2022-01-27 20:30:00,2022-01-28 01:18:31,email,"R$ 27,92"
62,A Intel Core,2022-01-27 22:00:00,2022-01-28 00:06:11,ricardomonti,"R$ 13,91"
63,Pacote 100 Lances,2022-01-27 23:00:00,2022-01-27 23:17:06,Glaucio23,"R$ 2,79"
64,Smart TV 75,2022-01-27 20:00:00,2022-01-27 22:37:18,MAEDA,"R$ 18,29"
65,Pacote 100 Lances,2022-01-27 21:00:00,2022-01-27 21:02:50,Fan1000lan.,"R$ 1,13"
66,Whisky Royal Salute,2022-01-27 17:00:00,2022-01-27 20:05:26,Nãovaiganhar,"R$ 17,45"
67,Cadeira Escritório Executiva,2022-01-27 19:30:00,2022-01-27 19:43:08,RJader,"R$ 2,35"
68,Cervejeira Metalfrio VN50FL,2022-01-27 19:00:00,2022-01-27 19:14:14,Cabana,"R$ 1,89"
69,Pacote 50 Lances,2022-01-27 18:00:00,2022-01-27 18:00:30,rodriguesmatheus381,"R$ 0,57"
70,Smart TV LED,2022-01-27 16:00:00,2022-01-27 17:15:15,Victor Gomide,"R$ 9,30"
71,Chaise Hungria Trama,2022-01-27 11:00:00,2022-01-27 15:44:21,@mariomarques21,"R$ 23,99"
72,Pacote 50 Lances,2022-01-27 15:00:00,2022-01-27 15:31:30,Eded,"R$ 3,86"
73,PIX de 200,2022-01-27 14:00:00,2022-01-27 14:08:12,Esseemeunemvem,"R$ 2,68"
74,Pacote 100 Lances,2022-01-27 12:00:00,2022-01-27 13:09:21,Fan1000lan.,"R$ 9,52"
75,Bicicleta Aro 29,2022-01-27 08:00:00,2022-01-27 11:30:01,Yanno.Carvalho,"R$ 22,80"
76,Pacote 50 Lances,2022-01-27 09:00:00,2022-01-27 09:01:31,danisipoli,"R$ 0,76"
77,Caixa de Som,2022-01-27 07:00:00,2022-01-27 08:26:03,R&amp;M_Lopes,"R$ 9,30"
78,IPhone 13 Pro,2022-01-25 10:00:00,2022-01-27 08:10:48,email,"R$ 287,80"
79,Pacote 50 Lances,2022-01-27 06:00:00,2022-01-27 06:32:12,Weverton Campos,"R$ 4,01"
80,Patinete Elétrico Maj,2022-01-26 20:00:00,2022-01-27 03:29:26,João Pedro Queiroz,"R$ 41,25"
81,5 Digital Edition,2022-01-26 16:00:00,2022-01-27 00:25:22,Catenacci,"R$ 72,91"
82,Smart TV LED,2022-01-26 19:00:00,2022-01-26 23:22:33,Chiminazzo,"R$ 27,35"
83,Pacote 100 Lances,2022-01-26 23:00:00,2022-01-26 23:09:36,Fan1000lan.,"R$ 1,57"
84,MacBook Air Intel,2022-01-26 22:00:00,2022-01-26 22:56:24,mahrodriguess2,"R$ 6,55"
85,Pacote 100 Lances,2022-01-26 21:00:00,2022-01-26 22:07:30,Eded,"R$ 8,35"
86,Drone Multilaser Eagle,2022-01-26 20:30:00,2022-01-26 20:52:43,LaminadosSP,"R$ 2,90"
87,Monitor LG LED,2022-01-26 19:30:00,2022-01-26 20:43:35,WagnerGomes13,"R$ 8,02"
88,Refrigerador Brastemp Frost,2022-01-26 17:00:00,2022-01-26 18:09:27,Kaião 2000,"R$ 13,29"
89,Pacote 50 Lances,2022-01-26 18:00:00,2022-01-26 18:02:24,Revinho85,"R$ 1,33"
90,Pacote 50 Lances,2022-01-26 15:00:00,2022-01-26 16:19:52,Jonatan1903,"R$ 8,06"
91,Hoverboard Smart Balance,2022-01-26 14:00:00,2022-01-26 15:32:42,VOU.SIM!,"R$ 9,20"
92,Fone Bose Quietcomfort,2022-01-26 13:00:00,2022-01-26 13:21:56,Gonçalves35,"R$ 2,73"
93,Pacote 100 Lances,2022-01-26 12:00:00,2022-01-26 12:27:38,Adriana Peixoto,"R$ 4,85"
94,Caixa de Som,2022-01-26 11:00:00,2022-01-26 11:32:04,Deila_Costa_EUA,"R$ 5,20"
95,Patinete Elétrico Foston,2022-01-26 08:00:00,2022-01-26 11:05:15,email,"R$ 17,67"
96,IPhone 13 Pro,2022-01-26 10:00:00,2022-01-26 10:03:30,RICAMIL,"R$ 2,52"
97,Pacote 50 Lances,2022-01-26 09:00:00,2022-01-26 09:14:06,almirojunior,"R$ 1,87"
98,Apple Watch Series,2022-01-26 07:00:00,2022-01-26 08:38:12,f.panigassi,"R$ 10,48"
99,f15 core i7,2022-01-25 19:00:00,2022-01-26 07:58:28,Val_Duprat,"R$ 76,22"
100,Pacote 50 Lances,2022-01-26 06:00:00,2022-01-26 06:01:26,Jonatan1903,"R$ 1,16"
101,A Intel Core,2022-01-25 22:00:00,2022-01-26 03:03:23,Rapha_Zanetti_SP,"R$ 39,13"
102,Pacote 100 Lances,2022-01-25 23:00:00,2022-01-26 00:02:02,Kikocren,"R$ 6,13"
103,Drone Multilaser Eagle,2022-01-25 20:30:00,2022-01-25 21:49:18,TAKARU,"R$ 7,93"
104,Smart TV 75,2022-01-25 16:00:00,2022-01-25 21:39:02,email,"R$ 37,27"
105,Pacote 100 Lances,2022-01-25 21:00:00,2022-01-25 21:31:05,CNLBABR,"R$ 4,55"
106,Patinete Elétrico Maj,2022-01-25 20:00:00,2022-01-25 20:59:39,esse é meu sim,"R$ 7,00"
107,PIX de 200,2022-01-25 19:30:00,2022-01-25 19:58:25,Ninguemmepega,"R$ 4,76"
108,Pacote 50 Lances,2022-01-25 18:00:00,2022-01-25 18:30:14,ENCERRAD0,"R$ 4,04"
109,5 Digital Edition,2022-01-25 17:00:00,2022-01-25 17:38:57,flávioaldeiadaserra,"R$ 7,11"
110,IPhone 13 Pro,2022-01-24 10:00:00,2022-01-25 17:00:30,email,"R$ 253,58"
111,Apple Watch Series,2022-01-25 13:00:00,2022-01-25 15:38:06,milaschecin,"R$ 17,91"
112,Bicicleta Aro 29,2022-01-25 14:00:00,2022-01-25 15:29:03,Marcos M3,"R$ 10,34"
113,Pacote 50 Lances,2022-01-25 15:00:00,2022-01-25 15:02:39,Maremix,"R$ 0,81"
114,Pacote 100 Lances,2022-01-25 12:00:00,2022-01-25 13:25:36,email,"R$ 10,10"
115,iPad Air 10,2022-01-25 11:00:00,2022-01-25 12:53:42,@quézionogueira,"R$ 15,07"
116,PIX de 1.000,2022-01-25 07:00:00,2022-01-25 12:06:57,OscarRody,"R$ 35,71"
117,Samsung Galaxy S20,2022-01-25 08:00:00,2022-01-25 09:56:03,Karlos13,"R$ 11,52"
118,Pacote 50 Lances,2022-01-25 09:00:00,2022-01-25 09:04:36,Votoriosa65,"R$ 0,95"
119,Pacote 50 Lances,2022-01-25 06:00:00,2022-01-25 06:16:31,rikko2210,"R$ 2,28"
120,Cama Box Colch,2022-01-24 20:30:00,2022-01-25 04:42:49,email,"R$ 52,19"
121,MacBook Air Intel,2022-01-24 22:00:00,2022-01-25 04:18:22,j.menezes-sc,"R$ 41,88"
122,Smart TV LED,2022-01-24 20:00:00,2022-01-24 23:49:45,bel chinaglia,"R$ 27,04"
123,Pacote 100 Lances,2022-01-24 23:00:00,2022-01-24 23:13:52,AutoGarcia,"R$ 2,99"
124,Caixa de Som,2022-01-24 19:00:00,2022-01-24 22:59:16,henning_fabio,"R$ 25,06"
125,Pacote 100 Lances,2022-01-24 21:00:00,2022-01-24 21:25:40,flaviolima04,"R$ 3,59"
126,Microondas 25L Espelhado,2022-01-24 19:30:00,2022-01-24 19:53:43,Chacal0,"R$ 4,66"
127,GoPro HERO 9,2022-01-24 07:00:00,2022-01-24 19:27:56,email,"R$ 70,15"
128,Refrigerador Brastemp Frost,2022-01-24 17:00:00,2022-01-24 18:43:37,Leandro Correa,"R$ 11,94"
129,Pacote 50 Lances,2022-01-24 18:00:00,2022-01-24 18:01:08,flaviolima04,"R$ 0,59"
130,5 Digital Edition,2022-01-24 16:00:00,2022-01-24 17:14:09,marciobc90,"R$ 9,79"
131,Pacote 50 Lances,2022-01-24 15:00:00,2022-01-24 15:20:59,Trevor12,"R$ 2,94"
132,iPad Air 10,2022-01-24 13:00:00,2022-01-24 14:25:52,WalkerJR.,"R$ 9,69"
133,Mesa para Notebook,2022-01-24 14:00:00,2022-01-24 14:11:29,Jaguarzim,"R$ 1,57"
134,Pacote 100 Lances,2022-01-24 12:00:00,2022-01-24 12:40:38,Thiagobrayan,"R$ 6,15"
135,Apple Watch Series,2022-01-24 11:00:00,2022-01-24 11:32:09,liziero,"R$ 4,14"
136,Pacote 50 Lances,2022-01-24 09:00:00,2022-01-24 09:04:58,BrunoMT,"R$ 1,02"
137,Esteira Ergométrica El,2022-01-24 08:00:00,2022-01-24 08:15:24,Henrique1218,"R$ 2,19"
138,Pacote 50 Lances,2022-01-24 06:00:00,2022-01-24 06:20:13,fabiomota529,"R$ 2,75"
139,Patinete Elétrico Maj,2022-01-23 20:00:00,2022-01-24 04:23:36,terráqueo,"R$ 51,85"
140,Câmera Insta360 One,2022-01-23 20:30:00,2022-01-24 01:09:44,Sah_Caleron,"R$ 31,91"
141,Pacote 100 Lances,2022-01-23 23:00:00,2022-01-23 23:44:15,Thiagobrayan,"R$ 5,12"
142,Smart TV 75,2022-01-23 16:00:00,2022-01-23 23:28:46,CRACUDO76,"R$ 68,82"
143,A Intel Core,2022-01-23 22:00:00,2022-01-23 22:22:08,JotinhaXP,"R$ 3,34"
144,Pacote 100 Lances,2022-01-23 21:00:00,2022-01-23 21:40:24,1314,"R$ 5,92"
145,Smart TV Led,2022-01-23 19:00:00,2022-01-23 20:55:35,G.TEDESCO,"R$ 13,94"
146,Cafeteira Dolce Gusto,2022-01-23 19:30:00,2022-01-23 20:40:40,Jaguar3,"R$ 9,33"
147,5 Digital Edition,2022-01-23 17:00:00,2022-01-23 18:48:27,ricardomonti,"R$ 14,61"
148,Pacote 50 Lances,2022-01-23 18:00:00,2022-01-23 18:06:39,email,"R$ 1,39"
149,iPad Air 10,2022-01-23 13:00:00,2022-01-23 16:38:33,zetti.,"R$ 26,85"
150,Pacote 50 Lances,2022-01-23 15:00:00,2022-01-23 15:10:02,Eded,"R$ 1,73"
151,Impressora Canon Pixma,2022-01-23 14:00:00,2022-01-23 14:46:51,email,"R$ 7,37"
152,Pacote 100 Lances,2022-01-23 12:00:00,2022-01-23 13:16:43,email,"R$ 10,42"
153,IPhone 13 Pro,2022-01-23 10:00:00,2022-01-23 12:44:55,KANDREVA,"R$ 21,26"
154,PIX de 1.000,2022-01-23 08:00:00,2022-01-23 11:52:27,SONHADOR13,"R$ 26,28"
155,Apple Watch Series,2022-01-23 11:00:00,2022-01-23 11:05:33,icoelho,"R$ 1,83"
156,Pacote 50 Lances,2022-01-23 09:00:00,2022-01-23 09:13:30,MTORRES2006,"R$ 1,94"
157,Fone Bose Quietcomfort,2022-01-23 07:00:00,2022-01-23 07:40:45,milaschecin,"R$ 4,49"
158,Lava E Seca,2022-01-22 11:00:00,2022-01-23 06:20:30,átmosprime,"R$ 112,59"
159,Pacote 50 Lances,2022-01-23 06:00:00,2022-01-23 06:03:44,Viviyujp,"R$ 1,35"
160,MacBook Air Intel,2022-01-22 22:00:00,2022-01-23 02:35:23,pedrogalvan,"R$ 28,92"
161,Patinete Elétrico Maj,2022-01-22 20:00:00,2022-01-23 01:29:59,deixacomigoesse,"R$ 30,77"
162,Pacote 100 Lances,2022-01-22 23:00:00,2022-01-23 00:00:21,MTORRES2006,"R$ 7,06"
163,5 Digital Edition,2022-01-22 20:30:00,2022-01-22 21:49:07,flávioaldeiadaserra,"R$ 10,72"
164,Pacote 100 Lances,2022-01-22 21:00:00,2022-01-22 21:24:34,Lotif,"R$ 3,51"
165,Cervejeira Metalfrio VN50FL,2022-01-22 19:00:00,2022-01-22 21:14:15,Jediel_Londrina,"R$ 12,70"
166,Aparador Philips Multigroom,2022-01-22 19:30:00,2022-01-22 20:08:36,Chacal1,"R$ 5,06"
167,Caixa de Som,2022-01-22 13:00:00,2022-01-22 19:36:13,Nãovaiganhar,"R$ 43,90"
168,Pacote 50 Lances,2022-01-22 18:00:00,2022-01-22 18:25:15,Tasociso,"R$ 3,50"
169,Patinete Elétrico Foston,2022-01-22 17:00:00,2022-01-22 18:17:52,TAKARU,"R$ 9,22"
170,Smart TV 4K,2022-01-22 16:00:00,2022-01-22 16:17:01,Eder_Venâncio,"R$ 5,88"
171,Pacote 50 Lances,2022-01-22 15:00:00,2022-01-22 15:35:21,hmcadv12,"R$ 5,50"
172,IPhone 13 Pro,2022-01-22 10:00:00,2022-01-22 15:18:37,C ZAGUINI,"R$ 45,64"
173,Monitor LG LED,2022-01-22 14:00:00,2022-01-22 15:10:53,Ruthhy,"R$ 6,83"
174,Pacote 100 Lances,2022-01-22 12:00:00,2022-01-22 12:06:59,Zanellinha,"R$ 1,43"
175,Bicicleta Aro 29,2022-01-22 07:00:00,2022-01-22 10:18:04,Zamboni_Marcos,"R$ 20,30"
176,Pacote 50 Lances,2022-01-22 09:00:00,2022-01-22 09:16:27,georgeluism,"R$ 2,86"
177,Tablet How 7,2022-01-22 08:00:00,2022-01-22 08:00:15,diogocarrodesom,"R$ 0,47"
178,Pacote 50 Lances,2022-01-22 06:00:00,2022-01-22 06:14:59,narangels,"R$ 2,25"
179,A Intel Core,2022-01-21 22:00:00,2022-01-22 03:23:02,@delmarques22,"R$ 37,06"
180,Drone Multilaser Eagle,2022-01-21 19:00:00,2022-01-22 01:35:11,email,"R$ 38,77"
181,Patinete Elétrico Maj,2022-01-21 16:00:00,2022-01-22 01:01:04,p.caldana,"R$ 52,97"
182,Pacote 100 Lances,2022-01-21 23:00:00,2022-01-21 23:02:56,Maremix,"R$ 0,83"
183,Notebook Dell Core,2022-01-21 17:00:00,2022-01-21 21:58:31,m.piovezani,"R$ 37,58"
184,Pacote 100 Lances,2022-01-21 21:00:00,2022-01-21 21:28:47,$aaN,"R$ 4,09"
185,Smart TV LED,2022-01-21 20:30:00,2022-01-21 21:13:56,ugan_silva,"R$ 6,14"
186,5 Digital Edition,2022-01-21 20:00:00,2022-01-21 21:13:44,CarlaEtna,"R$ 8,65"
187,Maquina De Gelo,2022-01-21 19:30:00,2022-01-21 21:10:23,FREDDI,"R$ 7,90"
188,Pacote 50 Lances,2022-01-21 18:00:00,2022-01-21 18:09:59,Multimilionário,"R$ 1,53"
189,Smart TV LED,2022-01-21 14:00:00,2022-01-21 17:21:55,Takarinho,"R$ 28,35"
190,Pacote 50 Lances,2022-01-21 15:00:00,2022-01-21 15:21:10,paulootribess,"R$ 3,47"
191,IPhone 13 Pro,2022-01-21 10:00:00,2022-01-21 14:29:05,Venâncio13,"R$ 35,10"
192,PIX de 1.000,2022-01-21 08:00:00,2022-01-21 14:21:43,OscarRody,"R$ 41,64"
193,Fone Bose Quietcomfort,2022-01-21 13:00:00,2022-01-21 14:12:27,BASALTOMINAS,"R$ 7,70"
194,Pacote 100 Lances,2022-01-21 12:00:00,2022-01-21 12:06:15,Plobo,"R$ 1,35"
195,Patinete Elétrico Foston,2022-01-21 11:00:00,2022-01-21 11:31:24,LaminadosSP,"R$ 3,92"
196,Câmera Insta360 One,2022-01-21 07:00:00,2022-01-21 10:33:36,Maccheri,"R$ 20,38"
197,5 Digital Edition,2022-01-20 20:30:00,2022-01-21 10:12:47,Clauberth1,"R$ 93,37"
198,Pacote 50 Lances,2022-01-21 09:00:00,2022-01-21 09:05:08,EveliseSan,"R$ 0,78"
199,Pacote 50 Lances,2022-01-21 06:00:00,2022-01-21 06:08:28,Eduardo S A,"R$ 1,72"
200,MacBook Air Intel,2022-01-20 22:00:00,2022-01-21 01:32:42,Fabiomonti7,"R$ 25,58"
201,Pacote 100 Lances,2022-01-20 23:00:00,2022-01-20 23:17:50,AlexDavi14,"R$ 3,23"
202,Apple Watch Series,2022-01-20 11:00:00,2022-01-20 22:29:22,email,"R$ 64,85"
203,Pacote 100 Lances,2022-01-20 21:00:00,2022-01-20 22:18:52,Mklord,"R$ 9,51"
204,Perfume Dolce e,2022-01-20 19:30:00,2022-01-20 20:43:24,Chacal3,"R$ 9,22"
205,GoPro HERO 9,2022-01-20 20:00:00,2022-01-20 20:02:34,Emerson Viegas,"R$ 1,37"
206,Chaise Hungria Trama,2022-01-20 19:00:00,2022-01-20 19:04:12,RiguettoGMR,"R$ 1,02"
207,Pacote 50 Lances,2022-01-20 18:00:00,2022-01-20 18:09:19,Luana.oliveira,"R$ 1,38"
208,Cervejeira Metalfrio VN50FL,2022-01-20 17:00:00,2022-01-20 17:57:21,email,"R$ 6,84"
209,Smart TV 75,2022-01-20 16:00:00,2022-01-20 17:11:44,wilsonmarconato,"R$ 11,77"
210,PIX de 200,2022-01-20 14:00:00,2022-01-20 15:34:11,fcrribeiro,"R$ 16,42"
211,Pacote 50 Lances,2022-01-20 15:00:00,2022-01-20 15:06:54,email,"R$ 1,20"
212,Pacote 100 Lances,2022-01-20 12:00:00,2022-01-20 13:27:04,email,"R$ 11,13"
213,Aspirador Robô Mondial,2022-01-20 13:00:00,2022-01-20 13:05:08,Lance.do.Cidão,"R$ 1,38"
214,IPhone 13 Pro,2022-01-19 10:00:00,2022-01-20 13:01:07,mazetto_Sjc,"R$ 189,04"
215,Cadeira Escritório Executiva,2022-01-20 08:00:00,2022-01-20 11:18:39,Cabana,"R$ 18,25"
216,IPhone 13 Pro,2022-01-20 10:00:00,2022-01-20 10:32:16,R&amp;M_Lopes,"R$ 5,43"
217,Pacote 50 Lances,2022-01-20 09:00:00,2022-01-20 09:11:36,jrporto0982,"R$ 1,76"
218,Caixa de Som,2022-01-20 07:00:00,2022-01-20 07:20:00,FabrícioN1,"R$ 2,83"
219,Pacote 50 Lances,2022-01-20 06:00:00,2022-01-20 06:02:26,nairtcs,"R$ 1,21"
220,Patinete Elétrico Foston,2022-01-19 19:30:00,2022-01-20 00:35:23,Canário,"R$ 26,51"
221,A Intel Core,2022-01-19 22:00:00,2022-01-20 00:25:05,Waldemir AWS,"R$ 14,74"
222,Pacote 100 Lances,2022-01-19 23:00:00,2022-01-19 23:25:31,email,"R$ 3,24"
223,PIX de 500,2022-01-19 20:30:00,2022-01-19 22:42:53,EDU_VOGT,"R$ 13,89"
224,f15 core i7,2022-01-19 20:00:00,2022-01-19 22:18:35,LiderBTC,"R$ 15,38"
225,Pacote 100 Lances,2022-01-19 21:00:00,2022-01-19 22:06:46,Igoooor,"R$ 7,19"
226,Fone Bose Quietcomfort,2022-01-19 17:00:00,2022-01-19 20:15:42,claucap_pr,"R$ 17,23"
227,Drone Multilaser Eagle,2022-01-19 19:00:00,2022-01-19 19:31:42,Eder_Venâncio,"R$ 3,60"
228,Pacote 50 Lances,2022-01-19 18:00:00,2022-01-19 18:01:50,zivickovict,"R$ 0,77"
229,Smart TV 75,2022-01-19 16:00:00,2022-01-19 17:40:06,email,"R$ 13,53"
230,Hoverboard Smart Balance,2022-01-19 11:00:00,2022-01-19 17:09:18,AquinoLuíz,"R$ 31,19"
231,Lava E Seca,2022-01-19 14:00:00,2022-01-19 16:15:18,Leandro Correa,"R$ 13,00"
232,Pacote 50 Lances,2022-01-19 15:00:00,2022-01-19 15:28:44,clovis_p_junior,"R$ 3,57"
233,Impressora Canon Pixma,2022-01-19 13:00:00,2022-01-19 13:18:56,Mcleandrim,"R$ 3,34"
234,PIX de 1.000,2022-01-19 08:00:00,2022-01-19 13:15:43,email,"R$ 39,60"
235,Pacote 100 Lances,2022-01-19 12:00:00,2022-01-19 12:08:18,Hermes28,"R$ 1,74"
236,Pacote 50 Lances,2022-01-19 09:00:00,2022-01-19 09:16:13,Igoooor,"R$ 1,63"
237,5 Digital Edition,2022-01-19 07:00:00,2022-01-19 08:12:58,j.veccio,"R$ 8,48"
238,Apple Watch Series,2022-01-18 19:00:00,2022-01-19 07:17:19,marcobonazi,"R$ 84,79"
239,Pacote 50 Lances,2022-01-19 06:00:00,2022-01-19 06:23:46,mod64bits,"R$ 3,46"
240,MacBook Air Intel,2022-01-18 22:00:00,2022-01-19 03:41:58,xandytimão,"R$ 34,79"
241,5 Digital Edition,2022-01-18 14:00:00,2022-01-19 00:25:44,@guiza1973,"R$ 63,80"
242,Pacote 100 Lances,2022-01-18 23:00:00,2022-01-18 23:21:47,Pleonardon,"R$ 3,19"
243,Pacote 100 Lances,2022-01-18 21:00:00,2022-01-18 21:25:45,EDILSON DE PAULA,"R$ 3,91"
244,Whisky Royal Salute,2022-01-18 20:30:00,2022-01-18 21:18:06,@tony.co,"R$ 4,65"
245,Patinete Elétrico Maj,2022-01-18 20:00:00,2022-01-18 21:17:51,Fer Monti 2022,"R$ 9,41"
246,Mochila Nike Sportswear,2022-01-18 19:30:00,2022-01-18 21:01:59,propriamente,"R$ 10,46"
247,Esteira Ergométrica El,2022-01-18 17:00:00,2022-01-18 20:14:29,wandy90,"R$ 17,00"
248,Smart TV LED,2022-01-18 16:00:00,2022-01-18 18:57:24,C ZAGUINI,"R$ 17,97"
249,iPad Air 10,2022-01-18 13:00:00,2022-01-18 18:29:29,Jairo_Marsil,"R$ 34,02"
250,Pacote 50 Lances,2022-01-18 18:00:00,2022-01-18 18:00:48,01889849685,"R$ 0,72"
